Participant;Item;RT_ms;Step;Iteration;Voice;Condition;Response;VoiceCond
GX23;kist;533,43;1;1;female;ie;i;female_ie
GX23;kist;641,855;3;1;female;ie;i;female_ie
GX23;kist;307,2;2;1;female;ie;i;female_ie
GX23;kist;300,2;4;2;female;ie;i;female_ie
GX23;kist;344,905;1;2;female;ie;i;female_ie
GX23;kist;544,225;3;2;female;ie;i;female_ie
GX23;kist;1663,1;2;2;female;ie;i;female_ie
GX23;kist;31,295;4;3;female;ie;i;female_ie
GX23;kist;120,38;1;3;female;ie;i;female_ie
GX23;kist;2200,38;3;3;female;ie;i;female_ie
GX23;kist;1219,035;2;3;female;ie;i;female_ie
GX23;kist;228,525;4;4;female;ie;i;female_ie
GX23;kist;98,41;1;4;female;ie;i;female_ie
GX23;kist;1522,465;3;4;female;ie;i;female_ie
GX23;kist;914,81;2;4;female;ie;i;female_ie
GX23;kist;203,16;4;5;female;ie;i;female_ie
GX23;kist;924,5;1;5;female;ie;i;female_ie
GX23;kist;300,585;3;5;female;ie;i;female_ie
GX23;kist;516,875;2;5;female;ie;i;female_ie
GX23;kist;310,5;4;6;female;ie;i;female_ie
GX23;kist;362,445;1;6;female;ie;i;female_ie
GX23;kist;8,305000003;3;6;female;ie;i;female_ie
GX23;kist;28,965;2;6;female;ie;i;female_ie
GX23;kist;530,365;4;7;female;ie;i;female_ie
GX23;kist;338,505;1;7;female;ie;i;female_ie
GX23;kist;283,715;3;7;female;ie;i;female_ie
GX23;kist;221,18;2;7;female;ie;i;female_ie
GX23;kist;427,36;4;8;female;ie;i;female_ie
GX23;kist;18,675;1;8;female;ie;i;female_ie
GX23;kist;225,295;3;8;female;ie;i;female_ie
GX23;kist;150,805;2;8;female;ie;i;female_ie
GX23;lig;1842,515;3;1;female;ie;i;female_ie
GX23;lig;997,84;1;1;female;ie;i;female_ie
GX23;lig;173,875;2;1;female;ie;i;female_ie
GX23;lig;440,265;4;1;female;ie;i;female_ie
GX23;lig;457,905;3;2;female;ie;i;female_ie
GX23;lig;260,53;1;2;female;ie;i;female_ie
GX23;lig;190,825;2;2;female;ie;i;female_ie
GX23;lig;254,275;4;2;female;ie;i;female_ie
GX23;lig;878,605;3;3;female;ie;i;female_ie
GX23;lig;358,945;1;3;female;ie;i;female_ie
GX23;lig;84,76999999;2;3;female;ie;i;female_ie
GX23;lig;616,12;4;3;female;ie;i;female_ie
GX23;lig;204,915;3;4;female;ie;i;female_ie
GX23;lig;574,655;1;4;female;ie;i;female_ie
GX23;lig;256,965;2;4;female;ie;i;female_ie
GX23;lig;1227,525;4;4;female;ie;i;female_ie
GX23;lig;322,395;3;5;female;ie;i;female_ie
GX23;lig;195,175;1;5;female;ie;i;female_ie
GX23;lig;323,32;2;5;female;ie;i;female_ie
GX23;lig;140,715;4;5;female;ie;i;female_ie
GX23;lig;800,97;3;6;female;ie;i;female_ie
GX23;lig;290,94;1;6;female;ie;i;female_ie
GX23;lig;102,875;2;6;female;ie;i;female_ie
GX23;lig;315,415;4;6;female;ie;i;female_ie
GX23;lig;222,515;3;7;female;ie;ie;female_ie
GX23;lig;567,815;1;7;female;ie;i;female_ie
GX23;lig;329,67;2;7;female;ie;i;female_ie
GX23;lig;485,24;4;7;female;ie;i;female_ie
GX23;lig;363,685;3;8;female;ie;i;female_ie
GX23;lig;26,805;1;8;female;ie;i;female_ie
GX23;lig;440,58;2;8;female;ie;i;female_ie
GX23;lig;252,735;4;8;female;ie;i;female_ie
GX23;vis;2437,425;3;1;female;ie;i;female_ie
GX23;vis;1062,07;4;1;female;ie;i;female_ie
GX23;vis;1047,505;2;1;female;ie;i;female_ie
GX23;vis;583,015;1;1;female;ie;i;female_ie
GX23;vis;1079,435;3;2;female;ie;i;female_ie
GX23;vis;260,42;4;2;female;ie;i;female_ie
GX23;vis;1488,92;2;2;female;ie;i;female_ie
GX23;vis;540,935;1;2;female;ie;i;female_ie
GX23;vis;1201,72;3;3;female;ie;ie;female_ie
GX23;vis;703,52;4;3;female;ie;ie;female_ie
GX23;vis;495,145;2;3;female;ie;ie;female_ie
GX23;vis;1277,35;1;3;female;ie;ie;female_ie
GX23;vis;1252,445;3;4;female;ie;ie;female_ie
GX23;vis;356,535;4;4;female;ie;ie;female_ie
GX23;vis;683,035;2;4;female;ie;ie;female_ie
GX23;vis;274,335;1;4;female;ie;ie;female_ie
GX23;vis;297,96;3;5;female;ie;ie;female_ie
GX23;vis;758,125;4;5;female;ie;i;female_ie
GX23;vis;976,05;2;5;female;ie;i;female_ie
GX23;vis;348,51;1;5;female;ie;i;female_ie
GX23;vis;280,605;3;6;female;ie;i;female_ie
GX23;vis;415,97;4;6;female;ie;i;female_ie
GX23;vis;321,16;2;6;female;ie;i;female_ie
GX23;vis;285,495;1;6;female;ie;i;female_ie
GX23;vis;772,46;3;7;female;ie;i;female_ie
GX23;vis;346,655;4;7;female;ie;i;female_ie
GX23;vis;486,865;2;7;female;ie;i;female_ie
GX23;vis;393,875;1;7;female;ie;i;female_ie
GX23;vis;587,615;3;8;female;ie;i;female_ie
GX23;vis;415,05;4;8;female;ie;i;female_ie
GX23;vis;224,075;2;8;female;ie;i;female_ie
GX23;vis;307,415;1;8;female;ie;i;female_ie
GX23;wit;1479,56;2;1;female;ie;i;female_ie
GX23;wit;712,1;4;1;female;ie;i;female_ie
GX23;wit;735,8;1;1;female;ie;i;female_ie
GX23;wit;716,805;3;1;female;ie;i;female_ie
GX23;wit;556,785;2;2;female;ie;i;female_ie
GX23;wit;269,82;4;2;female;ie;i;female_ie
GX23;wit;181,1;1;2;female;ie;i;female_ie
GX23;wit;1300,315;3;2;female;ie;i;female_ie
GX23;wit;230,33;2;3;female;ie;i;female_ie
GX23;wit;162,55;4;3;female;ie;i;female_ie
GX23;wit;345,825;1;3;female;ie;i;female_ie
GX23;wit;403,185;3;3;female;ie;i;female_ie
GX23;wit;205,475;2;4;female;ie;i;female_ie
GX23;wit;138,67;4;4;female;ie;i;female_ie
GX23;wit;37,3;1;4;female;ie;i;female_ie
GX23;wit;673,115;3;4;female;ie;i;female_ie
GX23;wit;572,75;2;5;female;ie;i;female_ie
GX23;wit;139,535;4;5;female;ie;i;female_ie
GX23;wit;414,115;1;5;female;ie;i;female_ie
GX23;wit;156,06;3;5;female;ie;i;female_ie
GX23;wit;350,65;2;6;female;ie;i;female_ie
GX23;wit;323,04;4;6;female;ie;i;female_ie
GX23;wit;133,525;1;6;female;ie;i;female_ie
GX23;wit;415,535;3;6;female;ie;i;female_ie
GX23;wit;472,285;2;7;female;ie;i;female_ie
GX23;wit;589,445;4;7;female;ie;i;female_ie
GX23;wit;112,995;1;7;female;ie;i;female_ie
GX23;wit;251,11;3;7;female;ie;i;female_ie
GX23;wit;281,62;2;8;female;ie;i;female_ie
GX23;wit;84,62;4;8;female;ie;i;female_ie
GX23;wit;439,09;1;8;female;ie;i;female_ie
GX23;wit;1054,84;3;8;female;ie;i;female_ie
HO46;bid;471,0350001;2;1;female;ie;i;female_ie
HO46;bid;402,1399999;1;1;female;ie;i;female_ie
HO46;bid;577,615;4;1;female;ie;i;female_ie
HO46;bid;608,9999999;3;1;female;ie;i;female_ie
HO46;bid;346,8150001;2;2;female;ie;i;female_ie
HO46;bid;315,1499999;1;2;female;ie;i;female_ie
HO46;bid;233,52;4;2;female;ie;i;female_ie
HO46;bid;318,185;3;2;female;ie;i;female_ie
HO46;bid;322,065;2;3;female;ie;i;female_ie
HO46;bid;353,61;1;3;female;ie;i;female_ie
HO46;bid;316,0699999;4;3;female;ie;i;female_ie
HO46;bid;316,4700001;3;3;female;ie;i;female_ie
HO46;bid;83,36499997;2;4;female;ie;i;female_ie
HO46;bid;264,78;1;4;female;ie;i;female_ie
HO46;bid;270,3999999;4;4;female;ie;i;female_ie
HO46;bid;340,325;3;4;female;ie;i;female_ie
HO46;bid;258,425;2;5;female;ie;i;female_ie
HO46;bid;165,835;1;5;female;ie;i;female_ie
HO46;bid;367,315;4;5;female;ie;i;female_ie
HO46;bid;369,435;3;5;female;ie;i;female_ie
HO46;bid;281,8799999;2;6;female;ie;i;female_ie
HO46;bid;231,8749999;1;6;female;ie;i;female_ie
HO46;bid;44,95500005;4;6;female;ie;i;female_ie
HO46;bid;320,4849999;3;6;female;ie;i;female_ie
HO46;bid;225,9600001;2;7;female;ie;i;female_ie
HO46;bid;94,02999992;1;7;female;ie;i;female_ie
HO46;bid;280,545;4;7;female;ie;i;female_ie
HO46;bid;479,16;3;7;female;ie;i;female_ie
HO46;bid;303,725;2;8;female;ie;i;female_ie
HO46;bid;474,41;1;8;female;ie;i;female_ie
HO46;bid;3,299999982;4;8;female;ie;i;female_ie
HO46;bid;350,9000001;3;8;female;ie;i;female_ie
HO46;kist;1184,655;3;1;female;ie;i;female_ie
HO46;kist;1082,505;4;1;female;ie;ie;female_ie
HO46;kist;646,515;1;1;female;ie;i;female_ie
HO46;kist;539,0150001;2;1;female;ie;i;female_ie
HO46;kist;1185,285;3;2;female;ie;ie;female_ie
HO46;kist;554,495;4;2;female;ie;ie;female_ie
HO46;kist;1156,365;1;2;female;ie;ie;female_ie
HO46;kist;368,73;2;2;female;ie;ie;female_ie
HO46;kist;970,6349999;3;3;female;ie;ie;female_ie
HO46;kist;506,5050001;4;3;female;ie;i;female_ie
HO46;kist;271,5700001;1;3;female;ie;i;female_ie
HO46;kist;2358,34;2;3;female;ie;i;female_ie
HO46;kist;705,095;3;4;female;ie;ie;female_ie
HO46;kist;356,03;4;4;female;ie;ie;female_ie
HO46;kist;456,55;1;4;female;ie;i;female_ie
HO46;kist;510,315;2;4;female;ie;ie;female_ie
HO46;kist;417,2049999;3;5;female;ie;ie;female_ie
HO46;kist;101,18;4;5;female;ie;ie;female_ie
HO46;kist;388,85;1;5;female;ie;i;female_ie
HO46;kist;568,57;2;5;female;ie;ie;female_ie
HO46;kist;626,26;3;6;female;ie;ie;female_ie
HO46;kist;258,915;4;6;female;ie;ie;female_ie
HO46;kist;284,765;1;6;female;ie;ie;female_ie
HO46;kist;421,9899999;2;6;female;ie;i;female_ie
HO46;kist;1163,515;3;7;female;ie;i;female_ie
HO46;kist;567,635;4;7;female;ie;i;female_ie
HO46;kist;771,5949999;1;7;female;ie;i;female_ie
HO46;kist;425,7649999;2;7;female;ie;i;female_ie
HO46;kist;926,675;3;8;female;ie;i;female_ie
HO46;kist;1271,59;4;8;female;ie;i;female_ie
HO46;kist;474,59;1;8;female;ie;i;female_ie
HO46;kist;1258,61;2;8;female;ie;i;female_ie
HO46;lig;400,36;4;1;female;ie;i;female_ie
HO46;lig;429,475;1;1;female;ie;i;female_ie
HO46;lig;427,0950001;2;1;female;ie;i;female_ie
HO46;lig;436,1599999;3;1;female;ie;i;female_ie
HO46;lig;360,67;4;2;female;ie;i;female_ie
HO46;lig;372,115;1;2;female;ie;i;female_ie
HO46;lig;327,32;2;2;female;ie;i;female_ie
HO46;lig;278,13;3;2;female;ie;i;female_ie
HO46;lig;287,4;4;3;female;ie;i;female_ie
HO46;lig;251,27;1;3;female;ie;i;female_ie
HO46;lig;309,095;2;3;female;ie;i;female_ie
HO46;lig;529,31;3;3;female;ie;i;female_ie
HO46;lig;175,74;4;4;female;ie;i;female_ie
HO46;lig;290,6149999;1;4;female;ie;i;female_ie
HO46;lig;265,4499999;2;4;female;ie;i;female_ie
HO46;lig;326,105;3;4;female;ie;i;female_ie
HO46;lig;243,8000001;4;5;female;ie;i;female_ie
HO46;lig;277,32;1;5;female;ie;i;female_ie
HO46;lig;386,145;2;5;female;ie;i;female_ie
HO46;lig;302,5400001;3;5;female;ie;i;female_ie
HO46;lig;1468,995;4;6;female;ie;i;female_ie
HO46;lig;264,695;1;6;female;ie;i;female_ie
HO46;lig;93,02000003;2;6;female;ie;i;female_ie
HO46;lig;49,04499999;3;6;female;ie;i;female_ie
HO46;lig;305,83;4;7;female;ie;i;female_ie
HO46;lig;235,2450001;1;7;female;ie;i;female_ie
HO46;lig;521,85;2;7;female;ie;i;female_ie
HO46;lig;295,4300001;3;7;female;ie;i;female_ie
HO46;lig;634,175;4;8;female;ie;i;female_ie
HO46;lig;358,37;1;8;female;ie;i;female_ie
HO46;lig;353,615;2;8;female;ie;i;female_ie
HO46;lig;366,1699999;3;8;female;ie;i;female_ie
HO46;vis;1086,415;1;1;female;ie;i;female_ie
HO46;vis;563,25;3;1;female;ie;i;female_ie
HO46;vis;1584,125;4;1;female;ie;i;female_ie
HO46;vis;428,4;2;1;female;ie;i;female_ie
HO46;vis;835,175;1;2;female;ie;i;female_ie
HO46;vis;1088,165;3;2;female;ie;i;female_ie
HO46;vis;400,655;4;2;female;ie;i;female_ie
HO46;vis;673,835;2;2;female;ie;i;female_ie
HO46;vis;322,15;1;3;female;ie;i;female_ie
HO46;vis;306,5300001;3;3;female;ie;i;female_ie
HO46;vis;463,175;4;3;female;ie;i;female_ie
HO46;vis;385,275;2;3;female;ie;i;female_ie
HO46;vis;335,55;1;4;female;ie;i;female_ie
HO46;vis;370,2049999;3;4;female;ie;i;female_ie
HO46;vis;555,9650001;4;4;female;ie;i;female_ie
HO46;vis;1266,365;2;4;female;ie;i;female_ie
HO46;vis;502,905;1;5;female;ie;i;female_ie
HO46;vis;239,635;3;5;female;ie;i;female_ie
HO46;vis;674,235;4;5;female;ie;i;female_ie
HO46;vis;295,0500001;2;5;female;ie;i;female_ie
HO46;vis;1211,625;1;6;female;ie;i;female_ie
HO46;vis;289,6049999;3;6;female;ie;i;female_ie
HO46;vis;257,7450001;4;6;female;ie;i;female_ie
HO46;vis;326,6650001;2;6;female;ie;i;female_ie
HO46;vis;363,645;1;7;female;ie;i;female_ie
HO46;vis;326,905;3;7;female;ie;i;female_ie
HO46;vis;339,305;4;7;female;ie;i;female_ie
HO46;vis;296,14;2;7;female;ie;i;female_ie
HO46;vis;384,515;1;8;female;ie;i;female_ie
HO46;vis;421,085;3;8;female;ie;i;female_ie
HO46;vis;352,45;4;8;female;ie;i;female_ie
HO46;vis;481,775;2;8;female;ie;i;female_ie
HO46;wit;339,1999999;2;1;female;ie;i;female_ie
HO46;wit;346,885;1;1;female;ie;i;female_ie
HO46;wit;328,735;3;1;female;ie;i;female_ie
HO46;wit;360,0099999;4;1;female;ie;i;female_ie
HO46;wit;781,6699999;2;2;female;ie;i;female_ie
HO46;wit;326,3899999;1;2;female;ie;i;female_ie
HO46;wit;234,95;3;2;female;ie;i;female_ie
HO46;wit;234,175;4;2;female;ie;i;female_ie
HO46;wit;230,955;2;3;female;ie;i;female_ie
HO46;wit;236,1;1;3;female;ie;i;female_ie
HO46;wit;231,46;3;3;female;ie;i;female_ie
HO46;wit;324,88;4;3;female;ie;i;female_ie
HO46;wit;325,19;2;4;female;ie;i;female_ie
HO46;wit;225,55;1;4;female;ie;i;female_ie
HO46;wit;230,71;3;4;female;ie;i;female_ie
HO46;wit;245,615;4;4;female;ie;i;female_ie
HO46;wit;314,475;2;5;female;ie;i;female_ie
HO46;wit;295,9349999;1;5;female;ie;i;female_ie
HO46;wit;327,045;3;5;female;ie;i;female_ie
HO46;wit;190,725;4;5;female;ie;i;female_ie
HO46;wit;270,8300001;2;6;female;ie;i;female_ie
HO46;wit;259,295;1;6;female;ie;i;female_ie
HO46;wit;39,215;3;6;female;ie;i;female_ie
HO46;wit;1359,645;4;6;female;ie;i;female_ie
HO46;wit;270,6599999;2;7;female;ie;i;female_ie
HO46;wit;270,5699999;1;7;female;ie;i;female_ie
HO46;wit;305,62;3;7;female;ie;i;female_ie
HO46;wit;437,47;4;7;female;ie;i;female_ie
HO46;wit;422,84;2;8;female;ie;i;female_ie
HO46;wit;411,66;1;8;female;ie;i;female_ie
HO46;wit;306,96;3;8;female;ie;i;female_ie
HO46;wit;388,41;4;8;female;ie;i;female_ie
IJ89;bid;645,095;3;1;female;i;i;female_i
IJ89;bid;604,2249999;1;1;female;i;i;female_i
IJ89;bid;396,17;2;1;female;i;i;female_i
IJ89;bid;504,56;4;1;female;i;i;female_i
IJ89;bid;346,5249999;3;2;female;i;i;female_i
IJ89;bid;339,8750001;1;2;female;i;i;female_i
IJ89;bid;195,3949999;2;2;female;i;i;female_i
IJ89;bid;380,67;4;2;female;i;i;female_i
IJ89;bid;203,615;3;3;female;i;i;female_i
IJ89;bid;442,9650001;1;3;female;i;i;female_i
IJ89;bid;353,1500001;2;3;female;i;i;female_i
IJ89;bid;290,4300001;4;3;female;i;i;female_i
IJ89;bid;332,985;3;4;female;i;i;female_i
IJ89;bid;259,66;1;4;female;i;i;female_i
IJ89;bid;257,335;2;4;female;i;i;female_i
IJ89;bid;238,2500001;4;4;female;i;i;female_i
IJ89;bid;45,18500005;3;5;female;i;i;female_i
IJ89;bid;341,5199999;1;5;female;i;i;female_i
IJ89;bid;339,4149999;2;5;female;i;i;female_i
IJ89;bid;394,695;4;5;female;i;i;female_i
IJ89;bid;447,775;3;6;female;i;i;female_i
IJ89;bid;325,735;1;6;female;i;i;female_i
IJ89;bid;502,015;2;6;female;i;i;female_i
IJ89;bid;353,8500001;4;6;female;i;i;female_i
IJ89;bid;288,33;3;7;female;i;i;female_i
IJ89;bid;280,305;1;7;female;i;i;female_i
IJ89;bid;211,95;2;7;female;i;i;female_i
IJ89;bid;237,035;4;7;female;i;i;female_i
IJ89;bid;424,7999999;3;8;female;i;i;female_i
IJ89;bid;598,66;1;8;female;i;i;female_i
IJ89;bid;372,39;2;8;female;i;i;female_i
IJ89;bid;491,0500001;4;8;female;i;i;female_i
IJ89;kist;1120,63;3;1;female;i;i;female_i
IJ89;kist;1131,32;1;1;female;i;i;female_i
IJ89;kist;416,7749999;2;1;female;i;i;female_i
IJ89;kist;340,2849999;4;1;female;i;i;female_i
IJ89;kist;174,29;3;2;female;i;i;female_i
IJ89;kist;301,145;1;2;female;i;i;female_i
IJ89;kist;126,16;2;2;female;i;i;female_i
IJ89;kist;234,295;4;2;female;i;i;female_i
IJ89;kist;140,925;3;3;female;i;i;female_i
IJ89;kist;322,53;1;3;female;i;i;female_i
IJ89;kist;303,82;2;3;female;i;i;female_i
IJ89;kist;311,47;4;3;female;i;i;female_i
IJ89;kist;263,2200001;3;4;female;i;i;female_i
IJ89;kist;359,2650001;1;4;female;i;i;female_i
IJ89;kist;37,64500003;2;4;female;i;i;female_i
IJ89;kist;344,71;4;4;female;i;i;female_i
IJ89;kist;149,19;3;5;female;i;i;female_i
IJ89;kist;130,56;1;5;female;i;i;female_i
IJ89;kist;388,4200001;2;5;female;i;i;female_i
IJ89;kist;235,0849999;4;5;female;i;i;female_i
IJ89;kist;317,3499999;3;6;female;i;i;female_i
IJ89;kist;392,18;1;6;female;i;i;female_i
IJ89;kist;414,37;2;6;female;i;i;female_i
IJ89;kist;177,98;4;6;female;i;i;female_i
IJ89;kist;276,6100001;3;7;female;i;i;female_i
IJ89;kist;230,1149999;1;7;female;i;i;female_i
IJ89;kist;322,1649999;2;7;female;i;i;female_i
IJ89;kist;231,285;4;7;female;i;i;female_i
IJ89;kist;268,725;3;8;female;i;i;female_i
IJ89;kist;2428,095;1;8;female;i;i;female_i
IJ89;kist;359,7650001;2;8;female;i;i;female_i
IJ89;kist;456,995;4;8;female;i;i;female_i
IJ89;lig;952,695;3;1;female;i;i;female_i
IJ89;lig;758,415;4;1;female;i;i;female_i
IJ89;lig;475,065;2;1;female;i;i;female_i
IJ89;lig;434,125;1;1;female;i;i;female_i
IJ89;lig;328,2699999;3;2;female;i;i;female_i
IJ89;lig;675,86;4;2;female;i;i;female_i
IJ89;lig;281,9749999;2;2;female;i;i;female_i
IJ89;lig;472,125;1;2;female;i;i;female_i
IJ89;lig;126,74;3;3;female;i;i;female_i
IJ89;lig;508,445;4;3;female;i;i;female_i
IJ89;lig;267,1300001;2;3;female;i;i;female_i
IJ89;lig;299,3900001;1;3;female;i;i;female_i
IJ89;lig;286,185;3;4;female;i;i;female_i
IJ89;lig;488,5600001;4;4;female;i;i;female_i
IJ89;lig;430,62;2;4;female;i;i;female_i
IJ89;lig;492,5299999;1;4;female;i;i;female_i
IJ89;lig;283,64;3;5;female;i;i;female_i
IJ89;lig;252,035;4;5;female;i;i;female_i
IJ89;lig;311,92;2;5;female;i;i;female_i
IJ89;lig;675,865;1;5;female;i;i;female_i
IJ89;lig;257,625;3;6;female;i;i;female_i
IJ89;lig;291,6999999;4;6;female;i;i;female_i
IJ89;lig;309,805;2;6;female;i;i;female_i
IJ89;lig;382,34;1;6;female;i;i;female_i
IJ89;lig;72,07500003;3;7;female;i;i;female_i
IJ89;lig;373,42;4;7;female;i;i;female_i
IJ89;lig;365,76;2;7;female;i;i;female_i
IJ89;lig;522,61;1;7;female;i;i;female_i
IJ89;lig;112,37;3;8;female;i;i;female_i
IJ89;lig;320,115;4;8;female;i;i;female_i
IJ89;lig;536,6450001;2;8;female;i;i;female_i
IJ89;lig;700,845;1;8;female;i;i;female_i
IJ89;vis;2822,41;2;1;female;i;i;female_i
IJ89;vis;1361,98;1;1;female;i;i;female_i
IJ89;vis;533,985;4;1;female;i;i;female_i
IJ89;vis;390,5;3;1;female;i;i;female_i
IJ89;vis;509,3200001;2;2;female;i;i;female_i
IJ89;vis;TIME_ELAPSED;1;2;female;i;i;female_i
IJ89;vis;260,4350001;4;2;female;i;i;female_i
IJ89;vis;2352,185;3;2;female;i;i;female_i
IJ89;vis;368,0350001;2;3;female;i;i;female_i
IJ89;vis;2827,55;1;3;female;i;i;female_i
IJ89;vis;367,9099999;4;3;female;i;i;female_i
IJ89;vis;317,835;3;3;female;i;i;female_i
IJ89;vis;365,89;2;4;female;i;i;female_i
IJ89;vis;392,7999999;1;4;female;i;i;female_i
IJ89;vis;468,985;4;4;female;i;i;female_i
IJ89;vis;414,93;3;4;female;i;i;female_i
IJ89;vis;341,8299999;2;5;female;i;i;female_i
IJ89;vis;301,9899999;1;5;female;i;i;female_i
IJ89;vis;330,4399999;4;5;female;i;i;female_i
IJ89;vis;639,35;3;5;female;i;i;female_i
IJ89;vis;326,1000001;2;6;female;i;i;female_i
IJ89;vis;480,8550001;1;6;female;i;i;female_i
IJ89;vis;320,4099999;4;6;female;i;i;female_i
IJ89;vis;858,2799999;3;6;female;i;i;female_i
IJ89;vis;326,215;2;7;female;i;i;female_i
IJ89;vis;622,42;1;7;female;i;i;female_i
IJ89;vis;369,11;4;7;female;i;i;female_i
IJ89;vis;338,2400001;3;7;female;i;i;female_i
IJ89;vis;429,53;2;8;female;i;i;female_i
IJ89;vis;491,58;1;8;female;i;i;female_i
IJ89;vis;582,95;4;8;female;i;i;female_i
IJ89;vis;475,25;3;8;female;i;i;female_i
IJ89;wit;669,6499999;4;1;female;i;i;female_i
IJ89;wit;548,36;2;1;female;i;i;female_i
IJ89;wit;409,14;1;1;female;i;i;female_i
IJ89;wit;353,9549999;3;1;female;i;i;female_i
IJ89;wit;276,19;4;2;female;i;i;female_i
IJ89;wit;328,7549999;2;2;female;i;i;female_i
IJ89;wit;259,9449999;1;2;female;i;i;female_i
IJ89;wit;364,68;3;2;female;i;i;female_i
IJ89;wit;96,49000003;4;3;female;i;i;female_i
IJ89;wit;338,4700001;2;3;female;i;i;female_i
IJ89;wit;567,67;1;3;female;i;i;female_i
IJ89;wit;322,335;3;3;female;i;i;female_i
IJ89;wit;298,6250001;4;4;female;i;i;female_i
IJ89;wit;317,785;2;4;female;i;i;female_i
IJ89;wit;211,005;1;4;female;i;i;female_i
IJ89;wit;350,8049999;3;4;female;i;i;female_i
IJ89;wit;46,39499995;4;5;female;i;i;female_i
IJ89;wit;255,455;2;5;female;i;i;female_i
IJ89;wit;483,4899999;1;5;female;i;i;female_i
IJ89;wit;440,005;3;5;female;i;i;female_i
IJ89;wit;330,285;4;6;female;i;i;female_i
IJ89;wit;327,405;2;6;female;i;i;female_i
IJ89;wit;555,375;1;6;female;i;i;female_i
IJ89;wit;359,39;3;6;female;i;i;female_i
IJ89;wit;258,185;4;7;female;i;i;female_i
IJ89;wit;437,785;2;7;female;i;i;female_i
IJ89;wit;387,34;1;7;female;i;i;female_i
IJ89;wit;244,585;3;7;female;i;i;female_i
IJ89;wit;357,505;4;8;female;i;i;female_i
IJ89;wit;793,83;2;8;female;i;i;female_i
IJ89;wit;387,8700001;1;8;female;i;i;female_i
IJ89;wit;312,3900001;3;8;female;i;i;female_i
IQ93;bid;1010,855;4;1;male;ie;i;male_ie
IQ93;bid;477,715;1;1;male;ie;i;male_ie
IQ93;bid;588,855;2;1;male;ie;i;male_ie
IQ93;bid;451,965;3;1;male;ie;i;male_ie
IQ93;bid;769,47;4;2;male;ie;i;male_ie
IQ93;bid;369,29;1;2;male;ie;i;male_ie
IQ93;bid;365,655;2;2;male;ie;i;male_ie
IQ93;bid;996,75;3;2;male;ie;i;male_ie
IQ93;bid;324,415;4;3;male;ie;i;male_ie
IQ93;bid;327,82;1;3;male;ie;i;male_ie
IQ93;bid;145,925;2;3;male;ie;i;male_ie
IQ93;bid;283,54;3;3;male;ie;i;male_ie
IQ93;bid;520,965;4;4;male;ie;i;male_ie
IQ93;bid;247,535;1;4;male;ie;i;male_ie
IQ93;bid;208,35;2;4;male;ie;i;male_ie
IQ93;bid;359,585;3;4;male;ie;i;male_ie
IQ93;bid;314,83;4;5;male;ie;i;male_ie
IQ93;bid;172,93;1;5;male;ie;i;male_ie
IQ93;bid;294,45;2;5;male;ie;i;male_ie
IQ93;bid;339,595;3;5;male;ie;i;male_ie
IQ93;bid;248,73;4;6;male;ie;i;male_ie
IQ93;bid;86,44499996;1;6;male;ie;i;male_ie
IQ93;bid;68,15500004;2;6;male;ie;i;male_ie
IQ93;bid;163,6;3;6;male;ie;i;male_ie
IQ93;bid;213,385;4;7;male;ie;i;male_ie
IQ93;bid;80,16499999;1;7;male;ie;i;male_ie
IQ93;bid;791,405;2;7;male;ie;i;male_ie
IQ93;bid;181,33;3;7;male;ie;i;male_ie
IQ93;bid;205,705;4;8;male;ie;i;male_ie
IQ93;bid;127,265;1;8;male;ie;i;male_ie
IQ93;bid;110,755;2;8;male;ie;i;male_ie
IQ93;bid;257,94;3;8;male;ie;i;male_ie
IQ93;kist;821,985;2;1;male;ie;i;male_ie
IQ93;kist;703,49;1;1;male;ie;i;male_ie
IQ93;kist;493,39;4;1;male;ie;ie;male_ie
IQ93;kist;716,105;3;1;male;ie;ie;male_ie
IQ93;kist;1236,045;2;2;male;ie;i;male_ie
IQ93;kist;713,315;1;2;male;ie;i;male_ie
IQ93;kist;418,98;4;2;male;ie;ie;male_ie
IQ93;kist;495,87;3;2;male;ie;ie;male_ie
IQ93;kist;340,31;2;3;male;ie;ie;male_ie
IQ93;kist;356,7;1;3;male;ie;ie;male_ie
IQ93;kist;418,52;4;3;male;ie;ie;male_ie
IQ93;kist;248,89;3;3;male;ie;ie;male_ie
IQ93;kist;873,675;2;4;male;ie;ie;male_ie
IQ93;kist;1384,77;1;4;male;ie;i;male_ie
IQ93;kist;240,01;4;4;male;ie;ie;male_ie
IQ93;kist;198,4399999;3;4;male;ie;ie;male_ie
IQ93;kist;548,88;2;5;male;ie;ie;male_ie
IQ93;kist;1542,745;1;5;male;ie;i;male_ie
IQ93;kist;234,875;4;5;male;ie;ie;male_ie
IQ93;kist;309,87;3;5;male;ie;ie;male_ie
IQ93;kist;279,615;2;6;male;ie;ie;male_ie
IQ93;kist;199,955;1;6;male;ie;i;male_ie
IQ93;kist;238,655;4;6;male;ie;ie;male_ie
IQ93;kist;205,575;3;6;male;ie;ie;male_ie
IQ93;kist;563,105;2;7;male;ie;ie;male_ie
IQ93;kist;2458,01;1;7;male;ie;ie;male_ie
IQ93;kist;243,44;4;7;male;ie;ie;male_ie
IQ93;kist;289,725;3;7;male;ie;ie;male_ie
IQ93;kist;527,22;2;8;male;ie;ie;male_ie
