Participant;Item;RT_ms;Step;Iteration;Voice;Condition;Response;VoiceCond
BF11;lig;90,585;4;4;male;ie;i;male_ie
BF11;lig;216,92;3;5;male;ie;i;male_ie
BF11;lig;200,635;1;5;male;ie;i;male_ie
BF11;lig;247,045;2;5;male;ie;i;male_ie
BF11;lig;216,4799999;4;5;male;ie;i;male_ie
BF11;lig;393,16;1;6;male;ie;i;male_ie
BF11;lig;316,1449999;2;6;male;ie;i;male_ie
BF11;lig;119,9500001;3;6;male;ie;i;male_ie
BF11;lig;280,1150001;4;6;male;ie;i;male_ie
BF11;lig;294,6350001;4;7;male;ie;i;male_ie
BF11;lig;88,83999998;2;7;male;ie;i;male_ie
BF11;lig;250,325;1;7;male;ie;i;male_ie
BF11;lig;347,0449999;3;7;male;ie;i;male_ie
BF11;lig;280,18;1;8;male;ie;i;male_ie
BF11;lig;265,53;3;8;male;ie;i;male_ie
BF11;lig;258,01;2;8;male;ie;i;male_ie
BF11;lig;205,7599999;4;8;male;ie;i;male_ie
BF11;vis;816,265;3;1;male;ie;i;male_ie
BF11;vis;250,6;2;1;male;ie;i;male_ie
BF11;vis;472,985;4;1;male;ie;i;male_ie
BF11;vis;376,3649999;1;1;male;ie;i;male_ie
BF11;vis;135,5150001;3;2;male;ie;i;male_ie
BF11;vis;1249,78;1;2;male;ie;i;male_ie
BF11;vis;318,855;4;2;male;ie;i;male_ie
BF11;vis;228,4499999;2;2;male;ie;i;male_ie
BF11;vis;282,295;1;3;male;ie;i;male_ie
BF11;vis;360,495;2;3;male;ie;i;male_ie
BF11;vis;387,84;4;3;male;ie;i;male_ie
BF11;vis;255,99;3;3;male;ie;i;male_ie
BF11;vis;546;2;4;male;ie;i;male_ie
BF11;vis;313,085;3;4;male;ie;i;male_ie
BF11;vis;222,935;4;4;male;ie;i;male_ie
BF11;vis;585,795;1;4;male;ie;i;male_ie
BF11;vis;236,3099999;1;5;male;ie;i;male_ie
BF11;vis;814,885;3;5;male;ie;i;male_ie
BF11;vis;227,9299999;4;5;male;ie;i;male_ie
BF11;vis;309,25;2;5;male;ie;i;male_ie
BF11;vis;265,4350001;1;6;male;ie;i;male_ie
BF11;vis;244,8;3;6;male;ie;i;male_ie
BF11;vis;276,015;2;6;male;ie;i;male_ie
BF11;vis;309,2049999;4;6;male;ie;i;male_ie
BF11;vis;372,9899999;4;7;male;ie;i;male_ie
BF11;vis;228,075;2;7;male;ie;i;male_ie
BF11;vis;199,55;1;7;male;ie;i;male_ie
BF11;vis;297,14;3;7;male;ie;i;male_ie
BF11;vis;137,93;1;8;male;ie;i;male_ie
BF11;vis;281,255;3;8;male;ie;i;male_ie
BF11;vis;195,0750001;4;8;male;ie;i;male_ie
BF11;vis;242,0399999;2;8;male;ie;i;male_ie
BF11;wit;379,53;4;1;male;ie;ie;male_ie
BF11;wit;453,86;1;1;male;ie;i;male_ie
BF11;wit;338,985;3;1;male;ie;i;male_ie
BF11;wit;415,9650001;2;1;male;ie;i;male_ie
BF11;wit;265,835;1;2;male;ie;i;male_ie
BF11;wit;159,595;2;2;male;ie;i;male_ie
BF11;wit;549,23;3;2;male;ie;i;male_ie
BF11;wit;430,38;4;2;male;ie;ie;male_ie
BF11;wit;264,14;1;3;male;ie;i;male_ie
BF11;wit;581,64;3;3;male;ie;i;male_ie
BF11;wit;518,195;4;3;male;ie;ie;male_ie
BF11;wit;330,2549999;2;3;male;ie;i;male_ie
BF11;wit;316,0699999;3;4;male;ie;i;male_ie
BF11;wit;145,595;2;4;male;ie;i;male_ie
BF11;wit;276,1349999;4;4;male;ie;ie;male_ie
BF11;wit;571,825;1;4;male;ie;i;male_ie
BF11;wit;353,6950001;4;5;male;ie;ie;male_ie
BF11;wit;204,9400001;3;5;male;ie;i;male_ie
BF11;wit;48,52499999;2;5;male;ie;i;male_ie
BF11;wit;276,995;1;5;male;ie;i;male_ie
BF11;wit;391,355;2;6;male;ie;i;male_ie
BF11;wit;349,4750001;3;6;male;ie;i;male_ie
BF11;wit;33,67000003;1;6;male;ie;i;male_ie
BF11;wit;504,0899999;4;6;male;ie;ie;male_ie
BF11;wit;395,835;2;7;male;ie;i;male_ie
BF11;wit;297,835;3;7;male;ie;i;male_ie
BF11;wit;327,035;4;7;male;ie;ie;male_ie
BF11;wit;323,815;1;7;male;ie;i;male_ie
BF11;wit;243,2350001;3;8;male;ie;i;male_ie
BF11;wit;262,8650001;2;8;male;ie;i;male_ie
BF11;wit;496,45;1;8;male;ie;i;male_ie
BF11;wit;233,6599999;4;8;male;ie;ie;male_ie
BH43;bid;538,19;4;1;female;i;i;female_i
BH43;bid;319,77;3;1;female;i;i;female_i
BH43;bid;271,68;1;1;female;i;i;female_i
BH43;bid;331,25;2;1;female;i;i;female_i
BH43;bid;297,515;4;2;female;i;i;female_i
BH43;bid;292,74;3;2;female;i;i;female_i
BH43;bid;396,64;1;2;female;i;i;female_i
BH43;bid;251,04;2;2;female;i;i;female_i
BH43;bid;286,155;4;3;female;i;i;female_i
BH43;bid;246,42;3;3;female;i;i;female_i
BH43;bid;299,52;1;3;female;i;i;female_i
BH43;bid;279,795;2;3;female;i;i;female_i
BH43;bid;288,61;4;4;female;i;i;female_i
BH43;bid;275,225;3;4;female;i;i;female_i
BH43;bid;277,055;1;4;female;i;i;female_i
BH43;bid;272,77;2;4;female;i;i;female_i
BH43;bid;302,15;4;5;female;i;i;female_i
BH43;bid;237,465;3;5;female;i;i;female_i
BH43;bid;224,68;1;5;female;i;i;female_i
BH43;bid;301,87;2;5;female;i;i;female_i
BH43;bid;240,14;4;6;female;i;i;female_i
BH43;bid;279,785;3;6;female;i;i;female_i
BH43;bid;287,87;1;6;female;i;i;female_i
BH43;bid;238,125;2;6;female;i;i;female_i
BH43;bid;323,745;4;7;female;i;i;female_i
BH43;bid;277,405;3;7;female;i;i;female_i
BH43;bid;284,61;1;7;female;i;i;female_i
BH43;bid;243,185;2;7;female;i;i;female_i
BH43;bid;334,775;4;8;female;i;i;female_i
BH43;bid;299,775;3;8;female;i;i;female_i
BH43;bid;292,9;1;8;female;i;i;female_i
BH43;bid;241,725;2;8;female;i;i;female_i
BH43;kist;431,775;1;1;female;i;i;female_i
BH43;kist;260,335;2;1;female;i;i;female_i
BH43;kist;296,84;4;1;female;i;i;female_i
BH43;kist;315,905;3;1;female;i;i;female_i
BH43;kist;241,44;1;2;female;i;i;female_i
BH43;kist;336,36;2;2;female;i;i;female_i
BH43;kist;263,115;4;2;female;i;i;female_i
BH43;kist;235,675;3;2;female;i;i;female_i
BH43;kist;269,085;1;3;female;i;i;female_i
BH43;kist;263,16;2;3;female;i;i;female_i
BH43;kist;246,615;4;3;female;i;i;female_i
BH43;kist;260,605;3;3;female;i;i;female_i
BH43;kist;303,495;1;4;female;i;i;female_i
BH43;kist;266,915;2;4;female;i;i;female_i
BH43;kist;282,485;4;4;female;i;i;female_i
BH43;kist;244,71;3;4;female;i;i;female_i
BH43;kist;252,17;1;5;female;i;i;female_i
BH43;kist;207,985;2;5;female;i;i;female_i
BH43;kist;266,53;4;5;female;i;i;female_i
BH43;kist;272,815;3;5;female;i;i;female_i
BH43;kist;278,295;1;6;female;i;i;female_i
BH43;kist;229,955;2;6;female;i;i;female_i
BH43;kist;304,9;4;6;female;i;i;female_i
BH43;kist;265,675;3;6;female;i;i;female_i
BH43;kist;323,73;1;7;female;i;i;female_i
BH43;kist;260,495;2;7;female;i;i;female_i
BH43;kist;259,61;4;7;female;i;i;female_i
BH43;kist;229,445;3;7;female;i;i;female_i
BH43;kist;340,395;1;8;female;i;i;female_i
BH43;kist;293,385;2;8;female;i;i;female_i
BH43;kist;266,41;4;8;female;i;i;female_i
BH43;kist;337,535;3;8;female;i;i;female_i
BH43;lig;360,985;1;1;female;i;i;female_i
BH43;lig;320,55;3;1;female;i;i;female_i
BH43;lig;214,91;4;1;female;i;i;female_i
BH43;lig;281,17;2;1;female;i;i;female_i
BH43;lig;277,605;1;2;female;i;i;female_i
BH43;lig;234,375;3;2;female;i;i;female_i
BH43;lig;295,445;4;2;female;i;i;female_i
BH43;lig;215,84;2;2;female;i;i;female_i
BH43;lig;227,64;1;3;female;i;i;female_i
BH43;lig;229,085;3;3;female;i;i;female_i
BH43;lig;284,4;4;3;female;i;i;female_i
BH43;lig;113,385;2;3;female;i;i;female_i
BH43;lig;254,165;1;4;female;i;i;female_i
BH43;lig;315,325;3;4;female;i;i;female_i
BH43;lig;274,58;4;4;female;i;i;female_i
BH43;lig;267,765;2;4;female;i;i;female_i
BH43;lig;286,86;1;5;female;i;i;female_i
BH43;lig;267,7;3;5;female;i;i;female_i
BH43;lig;241,78;4;5;female;i;i;female_i
BH43;lig;272,63;2;5;female;i;i;female_i
BH43;lig;216,85;1;6;female;i;i;female_i
BH43;lig;285,79;3;6;female;i;i;female_i
BH43;lig;274,675;4;6;female;i;i;female_i
BH43;lig;206,6;2;6;female;i;i;female_i
BH43;lig;307,82;1;7;female;i;i;female_i
BH43;lig;243,155;3;7;female;i;i;female_i
BH43;lig;257,535;4;7;female;i;i;female_i
BH43;lig;252,81;2;7;female;i;i;female_i
BH43;lig;221,61;1;8;female;i;i;female_i
BH43;lig;437,26;3;8;female;i;i;female_i
BH43;lig;327,555;4;8;female;i;i;female_i
BH43;lig;264,845;2;8;female;i;i;female_i
BH43;vis;916,325;1;1;female;i;i;female_i
BH43;vis;288,54;2;1;female;i;i;female_i
BH43;vis;139,075;4;1;female;i;i;female_i
BH43;vis;287,08;3;1;female;i;i;female_i
BH43;vis;305,975;1;2;female;i;i;female_i
BH43;vis;78,465;2;2;female;i;i;female_i
BH43;vis;286,99;4;2;female;i;i;female_i
BH43;vis;59,06;3;2;female;i;i;female_i
BH43;vis;250,61;1;3;female;i;i;female_i
BH43;vis;126,35;2;3;female;i;i;female_i
BH43;vis;596,57;4;3;female;i;i;female_i
BH43;vis;127,515;3;3;female;i;i;female_i
BH43;vis;248,94;1;4;female;i;i;female_i
BH43;vis;243,98;2;4;female;i;i;female_i
BH43;vis;238,845;4;4;female;i;i;female_i
BH43;vis;234,445;3;4;female;i;i;female_i
BH43;vis;226,485;1;5;female;i;i;female_i
BH43;vis;203,425;2;5;female;i;i;female_i
BH43;vis;120,865;4;5;female;i;i;female_i
BH43;vis;244,305;3;5;female;i;i;female_i
BH43;vis;233,025;1;6;female;i;i;female_i
BH43;vis;229,685;2;6;female;i;i;female_i
BH43;vis;122,88;4;6;female;i;i;female_i
BH43;vis;188,28;3;6;female;i;i;female_i
BH43;vis;271,635;1;7;female;i;i;female_i
BH43;vis;177,695;2;7;female;i;i;female_i
BH43;vis;158,96;4;7;female;i;i;female_i
BH43;vis;210,73;3;7;female;i;i;female_i
BH43;vis;279,545;1;8;female;i;i;female_i
BH43;vis;257,65;2;8;female;i;i;female_i
BH43;vis;242,115;4;8;female;i;i;female_i
BH43;vis;255,935;3;8;female;i;i;female_i
BH43;wit;332,65;4;1;female;i;i;female_i
BH43;wit;287,345;1;1;female;i;i;female_i
BH43;wit;278,54;2;1;female;i;i;female_i
BH43;wit;310,575;3;1;female;i;i;female_i
BH43;wit;273,91;4;2;female;i;i;female_i
BH43;wit;227,465;1;2;female;i;i;female_i
BH43;wit;286,42;2;2;female;i;i;female_i
BH43;wit;249,24;3;2;female;i;i;female_i
BH43;wit;260,38;4;3;female;i;i;female_i
BH43;wit;234,545;1;3;female;i;i;female_i
BH43;wit;252,515;2;3;female;i;i;female_i
BH43;wit;285,46;3;3;female;i;i;female_i
BH43;wit;285,09;4;4;female;i;i;female_i
BH43;wit;257,5;1;4;female;i;i;female_i
BH43;wit;261,085;2;4;female;i;i;female_i
BH43;wit;237,1;3;4;female;i;i;female_i
BH43;wit;270,195;4;5;female;i;i;female_i
BH43;wit;235,14;1;5;female;i;i;female_i
BH43;wit;264,485;2;5;female;i;i;female_i
BH43;wit;278,375;3;5;female;i;i;female_i
BH43;wit;164,66;4;6;female;i;i;female_i
BH43;wit;232,89;1;6;female;i;i;female_i
BH43;wit;261,415;2;6;female;i;i;female_i
BH43;wit;243,29;3;6;female;i;i;female_i
BH43;wit;280,3;4;7;female;i;i;female_i
BH43;wit;264,02;1;7;female;i;i;female_i
BH43;wit;279,275;2;7;female;i;i;female_i
BH43;wit;269,755;3;7;female;i;i;female_i
BH43;wit;258,14;4;8;female;i;i;female_i
BH43;wit;284,58;1;8;female;i;i;female_i
BH43;wit;309,855;2;8;female;i;i;female_i
BH43;wit;140;3;8;female;i;i;female_i
BJ47;bid;394,5;2;1;female;i;i;female_i
BJ47;bid;452,745;3;1;female;i;i;female_i
BJ47;bid;248,92;1;1;female;i;i;female_i
BJ47;bid;317,71;4;1;female;i;i;female_i
BJ47;bid;289,95;2;2;female;i;i;female_i
BJ47;bid;249,335;3;2;female;i;i;female_i
BJ47;bid;127,02;1;2;female;i;i;female_i
BJ47;bid;81,43000001;4;2;female;i;i;female_i
BJ47;bid;79,26;2;3;female;i;i;female_i
BJ47;bid;794,74;3;3;female;i;i;female_i
BJ47;bid;326,47;1;3;female;i;i;female_i
BJ47;bid;206,6;4;3;female;i;i;female_i
BJ47;bid;89,045;2;4;female;i;i;female_i
BJ47;bid;140,755;3;4;female;i;i;female_i
BJ47;bid;182,98;1;4;female;i;i;female_i
BJ47;bid;222,07;4;4;female;i;i;female_i
BJ47;bid;218,055;2;5;female;i;i;female_i
BJ47;bid;177,03;3;5;female;i;i;female_i
BJ47;bid;33,32;1;5;female;i;i;female_i
BJ47;bid;73,8;4;5;female;i;i;female_i
BJ47;bid;97,1;2;6;female;i;i;female_i
BJ47;bid;258,655;3;6;female;i;i;female_i
BJ47;bid;63,005;1;6;female;i;i;female_i
BJ47;bid;211,84;4;6;female;i;i;female_i
BJ47;bid;171,68;2;7;female;i;i;female_i
BJ47;bid;260,65;3;7;female;i;i;female_i
BJ47;bid;243,805;1;7;female;i;i;female_i
BJ47;bid;94,77500001;4;7;female;i;i;female_i
BJ47;bid;244,87;2;8;female;i;i;female_i
BJ47;bid;235,28;3;8;female;i;i;female_i
BJ47;bid;354,115;1;8;female;i;i;female_i
BJ47;bid;203,355;4;8;female;i;i;female_i
BJ47;kist;382,325;3;1;female;i;i;female_i
BJ47;kist;341,125;1;1;female;i;i;female_i
BJ47;kist;222,39;2;1;female;i;i;female_i
BJ47;kist;262,85;4;1;female;i;i;female_i
BJ47;kist;287,985;3;2;female;i;i;female_i
BJ47;kist;154,7;1;2;female;i;i;female_i
BJ47;kist;84,665;2;2;female;i;i;female_i
BJ47;kist;71,835;4;2;female;i;i;female_i
BJ47;kist;78,10999999;3;3;female;i;i;female_i
BJ47;kist;293,56;1;3;female;i;i;female_i
BJ47;kist;70,10000001;2;3;female;i;i;female_i
BJ47;kist;152,9;4;3;female;i;i;female_i
BJ47;kist;145,755;3;4;female;i;i;female_i
BJ47;kist;319,64;1;4;female;i;i;female_i
BJ47;kist;266,99;2;4;female;i;i;female_i
BJ47;kist;106;4;4;female;i;i;female_i
BJ47;kist;215,05;3;5;female;i;i;female_i
BJ47;kist;36,035;1;5;female;i;i;female_i
BJ47;kist;1581,11;2;5;female;i;i;female_i
BJ47;kist;141,99;4;5;female;i;i;female_i
BJ47;kist;532,02;3;6;female;i;i;female_i
BJ47;kist;279,78;1;6;female;i;i;female_i
BJ47;kist;273,1;2;6;female;i;i;female_i
BJ47;kist;315,87;4;6;female;i;i;female_i
BJ47;kist;63,155;3;7;female;i;i;female_i
BJ47;kist;231,235;1;7;female;i;i;female_i
BJ47;kist;238,665;2;7;female;i;i;female_i
BJ47;kist;80,12;4;7;female;i;i;female_i
BJ47;kist;324,715;3;8;female;i;i;female_i
BJ47;kist;164,865;1;8;female;i;i;female_i
BJ47;kist;462,66;2;8;female;i;i;female_i
BJ47;kist;149,95;4;8;female;i;i;female_i
BJ47;lig;744,935;2;1;female;i;i;female_i
BJ47;lig;397,82;1;1;female;i;i;female_i
BJ47;lig;300,785;3;1;female;i;i;female_i
BJ47;lig;269,575;4;1;female;i;i;female_i
BJ47;lig;300,67;2;2;female;i;i;female_i
BJ47;lig;121,045;1;2;female;i;i;female_i
BJ47;lig;268,54;3;2;female;i;i;female_i
BJ47;lig;189,855;4;2;female;i;i;female_i
BJ47;lig;42,26;2;3;female;i;i;female_i
BJ47;lig;134,16;1;3;female;i;i;female_i
BJ47;lig;227,34;3;3;female;i;i;female_i
BJ47;lig;74,675;4;3;female;i;i;female_i
BJ47;lig;111,37;2;4;female;i;i;female_i
BJ47;lig;74,095;1;4;female;i;i;female_i
BJ47;lig;288,495;3;4;female;i;i;female_i
BJ47;lig;191,36;4;4;female;i;i;female_i
BJ47;lig;4,659999992;2;5;female;i;i;female_i
BJ47;lig;260,625;1;5;female;i;i;female_i
BJ47;lig;102,02;3;5;female;i;i;female_i
BJ47;lig;28,06;4;5;female;i;i;female_i
BJ47;lig;311,95;2;6;female;i;i;female_i
BJ47;lig;324,225;1;6;female;i;i;female_i
BJ47;lig;209,38;3;6;female;i;i;female_i
BJ47;lig;289,455;4;6;female;i;i;female_i
BJ47;lig;251,28;2;7;female;i;i;female_i
BJ47;lig;241,66;1;7;female;i;i;female_i
BJ47;lig;266,475;3;7;female;i;i;female_i
BJ47;lig;264,905;4;7;female;i;i;female_i
BJ47;lig;142,21;2;8;female;i;i;female_i
BJ47;lig;227,42;1;8;female;i;i;female_i
BJ47;lig;269,645;3;8;female;i;i;female_i
BJ47;lig;4,799999995;4;8;female;i;i;female_i
BJ47;vis;1250,415;2;1;female;i;i;female_i
BJ47;vis;315,56;4;1;female;i;i;female_i
BJ47;vis;272,66;1;1;female;i;i;female_i
BJ47;vis;269,845;3;1;female;i;i;female_i
BJ47;vis;375,78;2;2;female;i;i;female_i
BJ47;vis;296,76;4;2;female;i;i;female_i
BJ47;vis;272,53;1;2;female;i;i;female_i
BJ47;vis;73,985;3;2;female;i;i;female_i
BJ47;vis;178,06;2;3;female;i;i;female_i
BJ47;vis;300,465;4;3;female;i;i;female_i
BJ47;vis;275,8;1;3;female;i;i;female_i
BJ47;vis;211,955;3;3;female;i;i;female_i
BJ47;vis;206,865;2;4;female;i;i;female_i
BJ47;vis;246,43;4;4;female;i;i;female_i
BJ47;vis;62,9;1;4;female;i;i;female_i
BJ47;vis;287,78;3;4;female;i;i;female_i
BJ47;vis;48,79999999;2;5;female;i;i;female_i
BJ47;vis;276,56;4;5;female;i;i;female_i
BJ47;vis;144,675;1;5;female;i;i;female_i
BJ47;vis;306,525;3;5;female;i;i;female_i
BJ47;vis;339,91;2;6;female;i;i;female_i
BJ47;vis;248,12;4;6;female;i;i;female_i
BJ47;vis;244,915;1;6;female;i;i;female_i
BJ47;vis;254,285;3;6;female;i;i;female_i
BJ47;vis;271,23;2;7;female;i;i;female_i
BJ47;vis;336,92;4;7;female;i;i;female_i
BJ47;vis;229,22;1;7;female;i;i;female_i
BJ47;vis;240,35;3;7;female;i;i;female_i
BJ47;vis;290,385;2;8;female;i;i;female_i
BJ47;vis;258,665;4;8;female;i;i;female_i
BJ47;vis;226,92;1;8;female;i;i;female_i
BJ47;vis;257,065;3;8;female;i;i;female_i
BJ47;wit;500,465;2;1;female;i;i;female_i
BJ47;wit;392,305;1;1;female;i;i;female_i
BJ47;wit;240,91;4;1;female;i;i;female_i
BJ47;wit;225,505;3;1;female;i;i;female_i
BJ47;wit;325,99;2;2;female;i;i;female_i
BJ47;wit;241,67;1;2;female;i;i;female_i
BJ47;wit;282,375;4;2;female;i;i;female_i
BJ47;wit;77,69999999;3;2;female;i;i;female_i
BJ47;wit;158,15;2;3;female;i;i;female_i
BJ47;wit;69,47;1;3;female;i;i;female_i
BJ47;wit;334,695;4;3;female;i;i;female_i
BJ47;wit;85,54499999;3;3;female;i;i;female_i
BJ47;wit;172,075;2;4;female;i;i;female_i
BJ47;wit;189,195;1;4;female;i;i;female_i
BJ47;wit;232,715;4;4;female;i;i;female_i
BJ47;wit;169,815;3;4;female;i;i;female_i
BJ47;wit;144,89;2;5;female;i;i;female_i
BJ47;wit;99,37499999;1;5;female;i;i;female_i
BJ47;wit;67,62500001;4;5;female;i;i;female_i
BJ47;wit;214,96;3;5;female;i;i;female_i
BJ47;wit;255,015;2;6;female;i;i;female_i
BJ47;wit;296,155;1;6;female;i;i;female_i
BJ47;wit;2,269999997;4;6;female;i;i;female_i
BJ47;wit;231,29;3;6;female;i;i;female_i
BJ47;wit;170,97;2;7;female;i;i;female_i
BJ47;wit;236,665;1;7;female;i;i;female_i
BJ47;wit;144,03;4;7;female;i;i;female_i
BJ47;wit;244,59;3;7;female;i;i;female_i
BJ47;wit;273,495;2;8;female;i;i;female_i
BJ47;wit;261,015;1;8;female;i;i;female_i
BJ47;wit;275,74;4;8;female;i;i;female_i
BJ47;wit;229,985;3;8;female;i;i;female_i
BP76;bid;880,1300001;2;1;male;i;i;male_i
BP76;bid;825,0449999;4;1;male;i;i;male_i
BP76;bid;707,4;1;1;male;i;i;male_i
BP76;bid;714,87;3;1;male;i;i;male_i
BP76;bid;442,3549999;2;2;male;i;i;male_i
BP76;bid;420,55;4;2;male;i;i;male_i
BP76;bid;401,4600001;1;2;male;i;i;male_i
BP76;bid;786,89;3;2;male;i;i;male_i
BP76;bid;401,705;2;3;male;i;i;male_i
BP76;bid;375,8949999;4;3;male;i;i;male_i
BP76;bid;451,9099999;1;3;male;i;i;male_i
BP76;bid;530,125;3;3;male;i;i;male_i
BP76;bid;404,235;2;4;male;i;i;male_i
BP76;bid;538,2600001;4;4;male;i;i;male_i
BP76;bid;357,39;1;4;male;i;i;male_i
BP76;bid;445,025;3;4;male;i;i;male_i
BP76;bid;426,095;2;5;male;i;i;male_i
BP76;bid;363,9;4;5;male;i;i;male_i
BP76;bid;402,89;1;5;male;i;i;male_i
BP76;bid;424,7699999;3;5;male;i;i;male_i
BP76;bid;306,94;2;6;male;i;i;male_i
BP76;bid;506,895;4;6;male;i;i;male_i
BP76;bid;315,3550001;1;6;male;i;i;male_i
BP76;bid;334,655;3;6;male;i;i;male_i
BP76;bid;261,665;2;7;male;i;i;male_i
BP76;bid;302,225;4;7;male;i;i;male_i
BP76;bid;118,75;1;7;male;i;i;male_i
BP76;bid;322,13;3;7;male;i;i;male_i
BP76;bid;363,155;2;8;male;i;i;male_i
BP76;bid;316,425;4;8;male;i;i;male_i
BP76;bid;354,115;1;8;male;i;i;male_i
BP76;bid;387,67;3;8;male;i;i;male_i
BP76;kist;1001,69;4;1;male;i;i;male_i
BP76;kist;753,905;3;1;male;i;ie;male_i
BP76;kist;903,2500001;2;1;male;i;i;male_i
BP76;kist;594,08;1;1;male;i;i;male_i
BP76;kist;674,99;4;2;male;i;ie;male_i
BP76;kist;729,925;3;2;male;i;ie;male_i
BP76;kist;449,0700001;2;2;male;i;i;male_i
BP76;kist;570,405;1;2;male;i;i;male_i
BP76;kist;709,135;4;3;male;i;ie;male_i
BP76;kist;647,24;3;3;male;i;ie;male_i
BP76;kist;585,03;2;3;male;i;i;male_i
BP76;kist;439,96;1;3;male;i;i;male_i
BP76;kist;435,2150001;4;4;male;i;ie;male_i
BP76;kist;463,75;3;4;male;i;ie;male_i
BP76;kist;480,875;2;4;male;i;i;male_i
BP76;kist;985,735;1;4;male;i;ie;male_i
BP76;kist;331,09;4;5;male;i;ie;male_i
BP76;kist;370,0300001;3;5;male;i;ie;male_i
BP76;kist;426,045;2;5;male;i;i;male_i
BP76;kist;572,355;1;5;male;i;i;male_i
BP76;kist;369,685;4;6;male;i;ie;male_i
BP76;kist;311,7450001;3;6;male;i;ie;male_i
BP76;kist;329,8449999;2;6;male;i;i;male_i
BP76;kist;351,0799999;1;6;male;i;i;male_i
BP76;kist;258,825;4;7;male;i;ie;male_i
BP76;kist;261,325;3;7;male;i;ie;male_i
BP76;kist;132,455;2;7;male;i;i;male_i
BP76;kist;627,5300001;1;7;male;i;i;male_i
BP76;kist;335,965;4;8;male;i;ie;male_i
BP76;kist;460,01;3;8;male;i;i;male_i
BP76;kist;290,47;2;8;male;i;i;male_i
BP76;kist;269,315;1;8;male;i;i;male_i
BP76;lig;2363,16;1;1;male;i;i;male_i
BP76;lig;1244,62;4;1;male;i;i;male_i
BP76;lig;1493,77;2;1;male;i;ie;male_i
BP76;lig;1058,755;3;1;male;i;i;male_i
BP76;lig;538,685;1;2;male;i;i;male_i
BP76;lig;468,2850001;4;2;male;i;i;male_i
BP76;lig;462,8600001;2;2;male;i;i;male_i
BP76;lig;511,71;3;2;male;i;i;male_i
BP76;lig;434,2799999;1;3;male;i;i;male_i
BP76;lig;419,11;4;3;male;i;i;male_i
BP76;lig;557,8450001;2;3;male;i;i;male_i
BP76;lig;581,495;3;3;male;i;i;male_i
BP76;lig;771,9500001;1;4;male;i;i;male_i
BP76;lig;605,2649999;4;4;male;i;i;male_i
BP76;lig;531,27;2;4;male;i;i;male_i
BP76;lig;394,115;3;4;male;i;i;male_i
BP76;lig;412,1000001;1;5;male;i;i;male_i
BP76;lig;822,2000001;4;5;male;i;i;male_i
BP76;lig;312,3100001;2;5;male;i;i;male_i
BP76;lig;372,71;3;5;male;i;i;male_i
BP76;lig;389,94;1;6;male;i;i;male_i
BP76;lig;582,1;4;6;male;i;i;male_i
BP76;lig;338,0600001;2;6;male;i;i;male_i
BP76;lig;276,765;3;6;male;i;i;male_i
BP76;lig;182,575;1;7;male;i;i;male_i
BP76;lig;91,09;4;7;male;i;i;male_i
BP76;lig;264,225;2;7;male;i;i;male_i
BP76;lig;184,685;3;7;male;i;i;male_i
BP76;lig;392,545;1;8;male;i;i;male_i
BP76;lig;287,015;4;8;male;i;i;male_i
BP76;lig;270,185;2;8;male;i;i;male_i
BP76;lig;274,6199999;3;8;male;i;i;male_i
BP76;vis;1183,12;4;1;male;i;ie;male_i
BP76;vis;942,8150001;2;1;male;i;i;male_i
BP76;vis;1175,18;3;1;male;i;i;male_i
BP76;vis;842,88;1;1;male;i;i;male_i
BP76;vis;1046,665;4;2;male;i;i;male_i
BP76;vis;428,0249999;2;2;male;i;i;male_i
BP76;vis;532,085;3;2;male;i;i;male_i
BP76;vis;496,845;1;2;male;i;i;male_i
BP76;vis;717,11;4;3;male;i;i;male_i
BP76;vis;392,0349999;2;3;male;i;i;male_i
BP76;vis;644,965;3;3;male;i;i;male_i
BP76;vis;562,0500001;1;3;male;i;i;male_i
BP76;vis;1054,825;4;4;male;i;i;male_i
BP76;vis;506,45;2;4;male;i;i;male_i
BP76;vis;495,155;3;4;male;i;i;male_i
BP76;vis;519,1649999;1;4;male;i;i;male_i
BP76;vis;759,525;4;5;male;i;i;male_i
BP76;vis;504,45;2;5;male;i;i;male_i
BP76;vis;499,2699999;3;5;male;i;i;male_i
BP76;vis;316,965;1;5;male;i;i;male_i
BP76;vis;1687,025;4;6;male;i;ie;male_i
BP76;vis;214,495;2;6;male;i;i;male_i
BP76;vis;280,84;3;6;male;i;i;male_i
BP76;vis;315,185;1;6;male;i;i;male_i
BP76;vis;162,9;4;7;male;i;i;male_i
BP76;vis;308,7449999;2;7;male;i;i;male_i
BP76;vis;290,685;3;7;male;i;i;male_i
BP76;vis;272,9549999;1;7;male;i;i;male_i
BP76;vis;300,8099999;4;8;male;i;i;male_i
BP76;vis;333,4799999;2;8;male;i;i;male_i
BP76;vis;154,95;3;8;male;i;i;male_i
BP76;vis;318,7300001;1;8;male;i;i;male_i
BP76;wit;1229,925;1;1;male;i;i;male_i
BP76;wit;1039,755;3;1;male;i;i;male_i
BP76;wit;871,4950001;2;1;male;i;i;male_i
BP76;wit;1153,535;4;1;male;i;ie;male_i
BP76;wit;558,145;1;2;male;i;i;male_i
BP76;wit;460,32;3;2;male;i;i;male_i
BP76;wit;486,3850001;2;2;male;i;i;male_i
BP76;wit;578,005;4;2;male;i;ie;male_i
