Participant;Item;Item_Type;Correct_Response;Part_Response;RT_ms;Condition;Response
MT15;damen;non-word;non-word;non-word;386,33;i;correct
NR34;baam;non-word;non-word;word;386,35;i;incorrect
XX28;bool;non-word;non-word;non-word;386,38;i;correct
FO97;braan;non-word;non-word;non-word;386,42;ie;correct
MD88;galzen;non-word;non-word;non-word;386,46;ie;correct
TR42;stolm;non-word;non-word;non-word;386,475;i;correct
LI09;bopel;non-word;non-word;non-word;386,51;ie;correct
DE53;toonzen;non-word;non-word;non-word;386,535;i;correct
GJ73;vool;non-word;non-word;non-word;386,58;i;correct
NU88;aven;non-word;non-word;non-word;386,605;ie;correct
DE53;smaren;non-word;non-word;non-word;386,725;i;correct
NN37;gacht;non-word;non-word;word;386,805;ie;incorrect
BT89;bebot;non-word;non-word;word;386,825;ie;incorrect
UI57;zomel;non-word;non-word;non-word;386,835;i;correct
FU25;drokken;non-word;non-word;non-word;386,9;i;correct
FO47;nonzig;non-word;non-word;non-word;387,05;i;correct
NN37;gonnen;non-word;non-word;non-word;387,08;ie;correct
NR34;warken;non-word;non-word;non-word;387,09;i;correct
DF25;grons;non-word;non-word;non-word;387,205;i;correct
MR77;maags;non-word;non-word;non-word;387,21;ie;correct
BJ47;aanbol;non-word;non-word;non-word;387,26;i;correct
FX81;gacht;non-word;non-word;non-word;387,26;ie;correct
NU88;geroom;non-word;non-word;non-word;387,345;ie;correct
LM62;oolde;non-word;non-word;non-word;387,355;i;correct
GX23;nonzig;non-word;non-word;non-word;387,375;ie;correct
NF64;lochten;non-word;non-word;non-word;387,525;i;correct
IU89 ;bromen;non-word;non-word;non-word;387,5350002;i;correct
UI57;ganger;non-word;non-word;non-word;387,54;i;correct
DT70;trak;non-word;non-word;non-word;387,5750001;ie;correct
TX60;ploog;non-word;non-word;non-word;387,5800003;i;correct
DT70;damen;non-word;non-word;non-word;387,655;ie;correct
MF96;sotus;non-word;non-word;non-word;387,705;i;correct
FD05;balten;non-word;non-word;word;387,71;ie;incorrect
HO46;wopen;non-word;non-word;non-word;387,795;ie;correct
DF25;voolt;non-word;non-word;non-word;387,8;i;correct
BH43;plap;non-word;non-word;non-word;387,87;i;correct
TY61;zomel;non-word;non-word;non-word;387,88;i;correct
NX81;schaas;non-word;non-word;non-word;387,89;i;correct
NX92;lard;non-word;non-word;non-word;387,93;i;correct
CU89;vorn;non-word;non-word;non-word;387,95;ie;correct
CF70;fraal;non-word;non-word;non-word;387,955;ie;correct
IU15;vertaag;non-word;non-word;non-word;387,96;ie;correct
DX27;oolde;non-word;non-word;non-word;387,99;i;correct
KF77;lop;non-word;non-word;non-word;387,995;i;correct
CF47;sanen;non-word;non-word;non-word;388;i;correct
SN78;vool;non-word;non-word;non-word;388;i;correct
UI57;tattig;non-word;non-word;non-word;388,015;i;correct
FD05;zolden;non-word;non-word;non-word;388,055;ie;correct
FO97;gacht;non-word;non-word;non-word;388,055;ie;correct
IJ89;sotus;non-word;non-word;non-word;388,07;i;correct
PU79;zals;non-word;non-word;non-word;388,085;i;correct
GJ73;mokker;non-word;non-word;non-word;388,105;i;correct
IU15;krankt;non-word;non-word;non-word;388,115;ie;correct
KF97;armel;non-word;non-word;non-word;388,115;ie;correct
GJ73;zomel;non-word;non-word;non-word;388,155;i;correct
MF96;aanbol;non-word;non-word;non-word;388,24;i;correct
TR42;naafs;non-word;non-word;non-word;388,35;i;correct
MD88;dast;non-word;non-word;non-word;388,355;ie;correct
TY61;haap;non-word;non-word;word;388,38;i;incorrect
GF66;lanker;non-word;non-word;non-word;388,405;ie;correct
DF25;fraat;non-word;non-word;non-word;388,495;i;correct
KF97;voolt;non-word;non-word;non-word;388,5;ie;correct
PU79;warken;non-word;non-word;non-word;388,5949999;i;correct
NF64;lard;non-word;non-word;non-word;388,65;i;correct
UI57;ploog;non-word;non-word;non-word;388,65;i;correct
FI03;armel;non-word;non-word;non-word;388,81;i;correct
LM62;balten;non-word;non-word;non-word;388,87;i;correct
GF66;baam;non-word;non-word;word;388,925;ie;incorrect
DF25;hank;non-word;non-word;non-word;388,98;i;correct
KF97;aven;non-word;non-word;non-word;388,98;ie;correct
BU54;pansen;non-word;non-word;non-word;389;i;correct
BU67;bromen;non-word;non-word;word;389,015;i;incorrect
TX60;bloffen;non-word;non-word;non-word;389,0399998;i;correct
TF36;warken;non-word;non-word;non-word;389,265;i;correct
QX64;trak;non-word;non-word;non-word;389,515;ie;correct
BH43;slogen;non-word;non-word;word;389,55;i;incorrect
GJ73;aanbol;non-word;non-word;non-word;389,575;i;correct
GJ73;lochten;non-word;non-word;non-word;389,605;i;correct
MX89;ploog;non-word;non-word;non-word;389,61;i;correct
QX03;aanbag;non-word;non-word;non-word;389,64;i;correct
MU27;warken;non-word;non-word;non-word;389,72;ie;correct
FI03;waars;non-word;non-word;non-word;389,98;i;correct
DE53;zolden;non-word;non-word;non-word;390,05;i;correct
CF70;aanbag;non-word;non-word;non-word;390,17;ie;correct
TX31;baam;non-word;non-word;word;390,175;i;incorrect
BC71;geroom;non-word;non-word;word;390,2;ie;incorrect
HO46;maags;non-word;non-word;non-word;390,26;ie;correct
LX84;zook;non-word;non-word;non-word;390,31;i;correct
CF47;zomel;non-word;non-word;non-word;390,34;i;correct
GJ73;geband;non-word;non-word;non-word;390,35;i;correct
GR22;raafde;non-word;non-word;non-word;390,365;i;correct
LX84;famen;non-word;non-word;non-word;390,37;i;correct
IU15;aanbol;non-word;non-word;non-word;390,455;ie;correct
MU75;gacht;non-word;non-word;non-word;390,495;ie;correct
XX28;tattig;non-word;non-word;non-word;390,51;i;correct
JU99;sotus;non-word;non-word;non-word;390,6200002;i;correct
GJ73;vaden;non-word;non-word;non-word;390,735;i;correct
TX60;smaren;non-word;non-word;non-word;390,7499998;i;correct
IU89 ;drokken;non-word;non-word;non-word;390,9;i;correct
FO97;rons;non-word;non-word;non-word;390,925;ie;correct
GJ73;schaas;non-word;non-word;non-word;390,935;i;correct
ND78;malken;non-word;non-word;word;391;i;incorrect
SN78;kang;non-word;non-word;non-word;391;i;correct
PU79;rons;non-word;non-word;non-word;391,055;i;correct
BJ47;lard;non-word;non-word;non-word;391,24;i;correct
NX04 ;gacht;non-word;non-word;word;391,25;i;incorrect
MU75;bebot;non-word;non-word;non-word;391,33;ie;correct
UI57;armel;non-word;non-word;non-word;391,34;i;correct
FG25;kraden;non-word;non-word;non-word;391,35;i;correct
MH99;roog;non-word;non-word;non-word;391,38;i;correct
MU11;sotus;non-word;non-word;non-word;391,385;i;correct
KF97;broon;non-word;non-word;non-word;391,63;ie;correct
LM62;maags;non-word;non-word;non-word;391,66;i;correct
KF97;lamper;non-word;non-word;non-word;391,735;ie;correct
BT89;vertaag;non-word;non-word;non-word;391,775;ie;correct
CF47;verbool;non-word;non-word;non-word;391,845;i;correct
FD05;mang;non-word;non-word;non-word;392,07;ie;correct
FD05;mokker;non-word;non-word;non-word;392,44;ie;correct
GR22;tort;non-word;non-word;non-word;392,45;i;correct
SF29;nonzig;non-word;non-word;non-word;392,545;i;correct
FO97;voolt;non-word;non-word;non-word;392,595;ie;correct
KF97;gonnen;non-word;non-word;non-word;392,65;ie;correct
HO46;vaden;non-word;non-word;non-word;392,69;ie;correct
NN33;voormaal;non-word;non-word;non-word;392,78;ie;correct
KF97;lochten;non-word;non-word;non-word;392,88;ie;correct
MN63;slogen;non-word;non-word;word;393;ie;incorrect
HO46;mokker;non-word;non-word;non-word;393,0949999;ie;correct
XX28;grons;non-word;non-word;non-word;393,12;i;correct
UI57;kraden;non-word;non-word;non-word;393,19;i;correct
BP76;damen;non-word;non-word;non-word;393,28;i;correct
IU89 ;baaks;non-word;non-word;non-word;393,29;i;correct
KF97;aanbol;non-word;non-word;non-word;393,325;ie;correct
UN16;fraat;non-word;non-word;non-word;393,3300003;i;correct
CP39;mang;non-word;non-word;non-word;393,3600001;i;correct
FO97;schaag;non-word;non-word;word;393,39;ie;incorrect
NF64;oolde;non-word;non-word;non-word;393,39;i;correct
IU15;maags;non-word;non-word;non-word;393,395;ie;correct
EE40;bloffen;non-word;non-word;non-word;393,405;ie;correct
JD97;famen;non-word;non-word;non-word;393,465;i;correct
KE71;aanbag;non-word;non-word;non-word;393,675;ie;correct
FI42;zoren;non-word;non-word;non-word;393,805;ie;correct
BH43;boors;non-word;non-word;non-word;393,97;i;correct
ND78;bopel;non-word;non-word;word;394;i;incorrect
LM62;geband;non-word;non-word;non-word;394,07;i;correct
BC71;morter;non-word;non-word;non-word;394,215;ie;correct
HO46;mogens;non-word;non-word;word;394,2400001;ie;incorrect
BU67;haap;non-word;non-word;non-word;394,38;i;correct
QX97;aanbag;non-word;non-word;non-word;394,47;ie;correct
KF97;balten;non-word;non-word;non-word;394,48;ie;correct
FO97;schaas;non-word;non-word;non-word;394,59;ie;correct
MU75;lochten;non-word;non-word;non-word;394,685;ie;correct
CX10;schaas;non-word;non-word;non-word;394,735;ie;correct
IU89 ;vlaar;non-word;non-word;non-word;394,7650001;i;correct
IQ93;haden;non-word;non-word;non-word;394,795;ie;correct
NN37;afscheek;non-word;non-word;non-word;394,825;ie;correct
BD54;tattig;non-word;non-word;non-word;394,84;ie;correct
DT70;bebot;non-word;non-word;non-word;395,0450001;ie;correct
FX75;aven;non-word;non-word;non-word;395,065;i;correct
JU99;ploog;non-word;non-word;non-word;395,0700001;i;correct
KF72;sponen;non-word;non-word;non-word;395,095;i;correct
BP76;vogen;non-word;non-word;non-word;395,215;i;correct
LM62;votten;non-word;non-word;non-word;395,225;i;correct
XX28;dodel;non-word;non-word;non-word;395,24;i;correct
MU27;lop;non-word;non-word;non-word;395,33;ie;correct
NR34;schaag;non-word;non-word;word;395,33;i;incorrect
QX97;ganger;non-word;non-word;non-word;395,41;ie;correct
PU79;smaren;non-word;non-word;non-word;395,44;i;correct
MX80;balten;non-word;non-word;non-word;395,445;i;correct
MF96;haap;non-word;non-word;word;395,515;i;incorrect
IU89 ;fraal;non-word;non-word;non-word;395,61;i;correct
LI09;vaden;non-word;non-word;non-word;395,76;ie;correct
NU88;broon;non-word;non-word;non-word;395,915;ie;correct
DT70;raafde;non-word;non-word;non-word;395,945;ie;correct
DT70;naafs;non-word;non-word;non-word;395,95;ie;correct
MD88;waars;non-word;non-word;non-word;395,975;ie;correct
QX03;ootheid;non-word;non-word;word;396,105;i;incorrect
FF38;smaren;non-word;non-word;non-word;396,16;ie;correct
FG25;dast;non-word;non-word;non-word;396,215;i;correct
CU89;balten;non-word;non-word;non-word;396,285;ie;correct
MR77;sotus;non-word;non-word;non-word;396,31;ie;correct
MF86;verbool;non-word;non-word;non-word;396,3949999;i;correct
GJ73;schaag;non-word;non-word;word;396,42;i;incorrect
FX81;vogen;non-word;non-word;non-word;396,51;ie;correct
KF97;vertaag;non-word;non-word;non-word;396,61;ie;correct
MU27;mogens;non-word;non-word;non-word;396,935;ie;correct
MD88;haden;non-word;non-word;non-word;396,96;ie;correct
LI09;sotus;non-word;non-word;non-word;397,035;ie;correct
NX04 ;raafde;non-word;non-word;non-word;397,125;i;correct
JD97;vogen;non-word;non-word;non-word;397,1399999;i;correct
DX27;mokker;non-word;non-word;non-word;397,245;i;correct
TX60;oolde;non-word;non-word;non-word;397,26;i;correct
PU79;drokken;non-word;non-word;non-word;397,29;i;correct
FX75;kang;non-word;non-word;non-word;397,315;i;correct
JU99;tattig;non-word;non-word;non-word;397,3900001;i;correct
FG25;vool;non-word;non-word;non-word;397,46;i;correct
MR77;nocht;non-word;non-word;non-word;397,56;ie;correct
LX84;trak;non-word;non-word;non-word;397,565;i;correct
BT89;maags;non-word;non-word;non-word;397,62;ie;correct
LD19;okte;non-word;non-word;non-word;397,655;i;correct
SF29;geroom;non-word;non-word;non-word;397,655;i;correct
BT89;bool;non-word;non-word;word;397,7;ie;incorrect
LF24;schoom;non-word;non-word;non-word;397,78;ie;correct
MD88;gebocht;non-word;non-word;non-word;397,81;ie;correct
GJ73;voolt;non-word;non-word;non-word;397,975;i;correct
BU54;zals;non-word;non-word;non-word;398;i;correct
ND78;maags;non-word;non-word;non-word;398;i;correct
SN78;pansen;non-word;non-word;non-word;398;i;correct
NF64;warken;non-word;non-word;non-word;398,04;i;correct
LM62;plap;non-word;non-word;non-word;398,085;i;correct
QX97;hank;non-word;non-word;word;398,095;ie;incorrect
FO47;maags;non-word;non-word;non-word;398,1;i;correct
DT70;dodel;non-word;non-word;non-word;398,1299999;ie;correct
MU11;verbool;non-word;non-word;non-word;398,135;i;correct
DF25;broon;non-word;non-word;non-word;398,145;i;correct
LI09;baam;non-word;non-word;non-word;398,21;ie;correct
KE71;tattig;non-word;non-word;non-word;398,41;ie;correct
OV64;wost;non-word;non-word;word;398,52;ie;incorrect
FO47;dast;non-word;non-word;non-word;398,755;i;correct
TY61;hank;non-word;non-word;word;398,935;i;incorrect
FD05;trak;non-word;non-word;non-word;399,095;ie;correct
HO46;grons;non-word;non-word;non-word;399,185;ie;correct
MU27;zoren;non-word;non-word;non-word;399,21;ie;correct
NF64;vool;non-word;non-word;non-word;399,25;i;correct
NR34;gebacht;non-word;non-word;non-word;399,32;i;correct
TF36;kraden;non-word;non-word;non-word;399,335;i;correct
LI09;dast;non-word;non-word;non-word;399,35;ie;correct
LI09;gacht;non-word;non-word;word;399,36;ie;incorrect
NN33;haap;non-word;non-word;non-word;399,435;ie;correct
IQ93;zoren;non-word;non-word;non-word;399,44;ie;correct
NF64;haden;non-word;non-word;non-word;399,47;i;correct
KF97;baam;non-word;non-word;word;399,67;ie;incorrect
TR42;fraal;non-word;non-word;non-word;399,7;i;correct
NF91;famen;non-word;non-word;non-word;399,8;ie;correct
GF66;bloffen;non-word;non-word;non-word;399,82;ie;correct
KF77;vogen;non-word;non-word;non-word;400,0500001;i;correct
BF11;zomel;non-word;non-word;non-word;400,145;ie;correct
OV64;fraat;non-word;non-word;word;400,255;ie;incorrect
BH43;wost;non-word;non-word;non-word;400,305;i;correct
OV64;raps;non-word;non-word;word;400,315;ie;incorrect
KF97;baarzel;non-word;non-word;non-word;400,32;ie;correct
BD00;spaag;non-word;non-word;non-word;400,475;ie;correct
UU48;vertaag;non-word;non-word;non-word;400,52;ie;correct
GR22;okte;non-word;non-word;non-word;400,58;i;correct
FU25;klort;non-word;non-word;non-word;400,64;i;correct
FD05;fraal;non-word;non-word;non-word;400,66;ie;correct
CP39;baarzel;non-word;non-word;non-word;400,775;i;correct
GJ73;afscheek;non-word;non-word;non-word;401,31;i;correct
NN33;klort;non-word;non-word;non-word;401,385;ie;correct
BH43;baam;non-word;non-word;non-word;401,415;i;correct
DT70;vlaar;non-word;non-word;non-word;401,5299999;ie;correct
GJ73;trak;non-word;non-word;non-word;401,695;i;correct
FF38;vogen;non-word;non-word;non-word;401,865;ie;correct
LF24;mokker;non-word;non-word;non-word;401,87;ie;correct
HO46;vool;non-word;non-word;non-word;401,89;ie;correct
BD00;trak;non-word;non-word;non-word;401,895;ie;correct
LD19;gebocht;non-word;non-word;non-word;401,9000001;i;correct
QX97;mogens;non-word;non-word;non-word;401,995;ie;correct
BT89;spaag;non-word;non-word;non-word;402,03;ie;correct
JD97;dast;non-word;non-word;non-word;402,03;i;correct
NF64;ootheid;non-word;non-word;non-word;402,03;i;correct
BU67;lard;non-word;non-word;non-word;402,095;i;correct
BJ47;pansen;non-word;non-word;non-word;402,2;i;correct
TR42;ploog;non-word;non-word;non-word;402,255;i;correct
JD97;voolt;non-word;non-word;non-word;402,265;i;correct
UI57;gebacht;non-word;non-word;non-word;402,3050001;i;correct
FI03;mang;non-word;non-word;word;402,35;i;incorrect
FX75;okte;non-word;non-word;non-word;402,4;i;correct
DE18;klamer;non-word;non-word;non-word;402,405;ie;correct
FO97;tort;non-word;non-word;non-word;402,42;ie;correct
DT70;voormaal;non-word;non-word;non-word;402,425;ie;correct
LM62;naafs;non-word;non-word;non-word;402,475;i;correct
GT29;tort;non-word;non-word;word;402,56;ie;incorrect
DE18;krokkel;non-word;non-word;non-word;402,59;ie;correct
FD05;vorn;non-word;non-word;non-word;402,615;ie;correct
LO27;vorn;non-word;non-word;word;402,64;i;incorrect
HO46;nocht;non-word;non-word;non-word;402,6700001;ie;correct
QX03;waars;non-word;non-word;non-word;402,855;i;correct
DF25;lop;non-word;non-word;non-word;402,865;i;correct
QX97;smaren;non-word;non-word;non-word;402,9;ie;correct
LI09;mokker;non-word;non-word;non-word;402,945;ie;correct
CF70;dast;non-word;non-word;non-word;403;ie;correct
LX84;tort;non-word;non-word;non-word;403,035;i;correct
FI42;vertaag;non-word;non-word;non-word;403,29;ie;correct
QX97;baarzel;non-word;non-word;non-word;403,32;ie;correct
SV59;baam;non-word;non-word;non-word;403,32;ie;correct
LX84;vogen;non-word;non-word;word;403,335;i;incorrect
LE65;nonzig;non-word;non-word;non-word;403,3550001;ie;correct
FO97;ploog;non-word;non-word;non-word;403,655;ie;correct
DX27;votten;non-word;non-word;non-word;403,81;i;correct
MF96;trak;non-word;non-word;non-word;403,965;i;correct
MX80;pansen;non-word;non-word;non-word;404,23;i;correct
GR22;raps;non-word;non-word;non-word;404,27;i;correct
TF36;sotus;non-word;non-word;non-word;404,37;i;correct
FO97;lamper;non-word;non-word;non-word;404,425;ie;correct
HO46;bool;non-word;non-word;non-word;404,455;ie;correct
LX84;morter;non-word;non-word;non-word;404,49;i;correct
DT70;smaren;non-word;non-word;non-word;404,4950001;ie;correct
GF66;schaag;non-word;non-word;word;404,505;ie;incorrect
MU27;fraal;non-word;non-word;non-word;404,555;ie;correct
FF38;tattig;non-word;non-word;non-word;404,57;ie;correct
FU25;ganger;non-word;non-word;non-word;404,6;i;correct
DX27;mang;non-word;non-word;non-word;404,63;i;correct
SV59;dodel;non-word;non-word;non-word;404,63;ie;correct
GJ73;oolde;non-word;non-word;non-word;404,815;i;correct
GF66;nocht;non-word;non-word;non-word;404,85;ie;correct
FO47;bloffen;non-word;non-word;non-word;405;i;correct
FF38;malken;non-word;non-word;non-word;405,005;ie;correct
GR22;schaag;non-word;non-word;non-word;405,005;i;correct
TF36;baam;non-word;non-word;word;405,085;i;incorrect
NR34;gacht;non-word;non-word;word;405,095;i;incorrect
HO46;gacht;non-word;non-word;word;405,125;ie;incorrect
BJ47;gacht;non-word;non-word;word;405,13;i;incorrect
BT89;lochten;non-word;non-word;non-word;405,155;ie;correct
CF47;haap;non-word;non-word;non-word;405,205;i;correct
UU48;krokkel;non-word;non-word;non-word;405,215;ie;correct
IJ89;kraden;non-word;non-word;non-word;405,3499999;i;correct
DV10;naafs;non-word;non-word;non-word;405,35;i;correct
UI57;fraal;non-word;non-word;non-word;405,36;i;correct
FX81;afscheek;non-word;non-word;non-word;405,415;ie;correct
JD97;lamper;non-word;non-word;non-word;405,4299999;i;correct
BP76;braan;non-word;non-word;non-word;405,505;i;correct
IU89 ;sanen;non-word;non-word;non-word;405,5849998;i;correct
JD97;mang;non-word;non-word;word;405,635;i;incorrect
NU88;waars;non-word;non-word;non-word;405,685;ie;correct
SV59;ganger;non-word;non-word;non-word;405,765;ie;correct
LI09;wost;non-word;non-word;non-word;405,885;ie;correct
DF25;verbool;non-word;non-word;non-word;405,925;i;correct
LE65;krokkel;non-word;non-word;non-word;405,96;ie;correct
SN78;galzen;non-word;non-word;non-word;406;i;correct
OV64;krokkel;non-word;non-word;non-word;406,01;ie;correct
QX97;voolt;non-word;non-word;non-word;406,025;ie;correct
IU89 ;vertaag;non-word;non-word;non-word;406,1199999;i;correct
GR22;stolm;non-word;non-word;non-word;406,185;i;correct
GX23;aven;non-word;non-word;non-word;406,235;ie;correct
BJ47;lochten;non-word;non-word;non-word;406,49;i;correct
KE71;balten;non-word;non-word;non-word;406,535;ie;correct
DE53;vlaar;non-word;non-word;non-word;406,555;i;correct
TX60;verbool;non-word;non-word;non-word;406,68;i;correct
MU75;toonzen;non-word;non-word;non-word;406,695;ie;correct
TX31;schoom;non-word;non-word;non-word;406,7;i;correct
DX27;schaag;non-word;non-word;word;406,715;i;incorrect
FU25;naafs;non-word;non-word;non-word;406,74;i;correct
QX97;aanbol;non-word;non-word;non-word;406,815;ie;correct
FG25;waars;non-word;non-word;non-word;406,855;i;correct
HO46;toonzen;non-word;non-word;non-word;406,875;ie;correct
LD19;klamer;non-word;non-word;non-word;406,9000001;i;correct
MD88;lanker;non-word;non-word;non-word;406,95;ie;correct
BU54;morter;non-word;non-word;non-word;407;i;correct
BP76;geband;non-word;non-word;non-word;407,01;i;correct
HO46;hank;non-word;non-word;word;407,045;ie;incorrect
MU11;zolden;non-word;non-word;non-word;407,055;i;correct
NU88;aanbag;non-word;non-word;non-word;407,15;ie;correct
FD05;rons;non-word;non-word;non-word;407,235;ie;correct
CF47;pansen;non-word;non-word;non-word;407,28;i;correct
UI57;aanbol;non-word;non-word;non-word;407,385;i;correct
NN37;aven;non-word;non-word;non-word;407,495;ie;correct
SF29;grons;non-word;non-word;non-word;407,505;i;correct
IQ93;zals;non-word;non-word;non-word;407,55;ie;correct
FX81;schaas;non-word;non-word;non-word;407,585;ie;correct
TY61;lanker;non-word;non-word;non-word;407,605;i;correct
DF25;okte;non-word;non-word;non-word;407,61;i;correct
LX84;wopen;non-word;non-word;non-word;407,61;i;correct
LI09;verbool;non-word;non-word;non-word;407,625;ie;correct
JU99;raps;non-word;non-word;non-word;407,66;i;correct
UI57;trak;non-word;non-word;non-word;407,75;i;correct
FU25;armel;non-word;non-word;non-word;407,855;i;correct
TF36;raafde;non-word;non-word;non-word;407,965;i;correct
MR77;bopel;non-word;non-word;non-word;407,975;ie;correct
MN63;klamer;non-word;non-word;non-word;408;ie;correct
MF86;bebot;non-word;non-word;non-word;408,085;i;correct
DT70;lochten;non-word;non-word;non-word;408,1300001;ie;correct
LM62;schaas;non-word;non-word;non-word;408,14;i;correct
LF24;aanbag;non-word;non-word;non-word;408,28;ie;correct
DX78;toonzen;non-word;non-word;non-word;408,325;ie;correct
FX81;kang;non-word;non-word;non-word;408,435;ie;correct
IJ89;voormaal;non-word;non-word;non-word;408,465;i;correct
MD88;mang;non-word;non-word;non-word;408,495;ie;correct
UN16;pansen;non-word;non-word;non-word;408,6249997;i;correct
MT15;raafde;non-word;non-word;non-word;408,67;i;correct
FO47;wopen;non-word;non-word;non-word;408,755;i;correct
QX97;vool;non-word;non-word;non-word;408,785;ie;correct
LO27;balten;non-word;non-word;non-word;408,915;i;correct
MT15;ootheid;non-word;non-word;non-word;408,915;i;correct
FX81;voolt;non-word;non-word;non-word;408,925;ie;correct
MU27;roog;non-word;non-word;non-word;408,935;ie;correct
MN63;plap;non-word;non-word;non-word;409;ie;correct
UI57;oolde;non-word;non-word;non-word;409,115;i;correct
SF29;bromen;non-word;non-word;word;409,13;i;incorrect
MF86;drokken;non-word;non-word;non-word;409,1350001;i;correct
PU79;naafs;non-word;non-word;non-word;409,2649999;i;correct
LI09;tort;non-word;non-word;non-word;409,285;ie;correct
NX81;vertaag;non-word;non-word;non-word;409,295;i;correct
MF86;vlaar;non-word;non-word;non-word;409,43;i;correct
NX04 ;okte;non-word;non-word;non-word;409,61;i;correct
NX04 ;gebacht;non-word;non-word;non-word;409,64;i;correct
QX64;maags;non-word;non-word;non-word;409,82;ie;correct
FO97;grons;non-word;non-word;non-word;409,83;ie;correct
MU75;krokkel;non-word;non-word;non-word;409,96;ie;correct
UI57;bopel;non-word;non-word;non-word;410,005;i;correct
FO97;lochten;non-word;non-word;non-word;410,04;ie;correct
UI57;morter;non-word;non-word;non-word;410,045;i;correct
UU48;gacht;non-word;non-word;word;410,075;ie;incorrect
MU11;tattig;non-word;non-word;non-word;410,115;i;correct
MU75;bromen;non-word;non-word;non-word;410,115;ie;correct
UI57;boors;non-word;non-word;non-word;410,145;i;correct
QX97;sotus;non-word;non-word;non-word;410,155;ie;correct
UI57;vaden;non-word;non-word;non-word;410,5;i;correct
BD54;wost;non-word;non-word;non-word;410,54;ie;correct
FF20;gonnen;non-word;non-word;non-word;410,59;ie;correct
TX60;tort;non-word;non-word;non-word;410,9550002;i;correct
BH43;krokkel;non-word;non-word;non-word;411,23;i;correct
NN37;boors;non-word;non-word;non-word;411,34;ie;correct
CF47;grons;non-word;non-word;non-word;411,49;i;correct
FD05;schaag;non-word;non-word;word;411,585;ie;incorrect
MU75;zolden;non-word;non-word;non-word;411,73;ie;correct
FE43;voormaal;non-word;non-word;non-word;411,78;i;correct
CP39;geroom;non-word;non-word;non-word;411,8650001;i;correct
TF36;ganger;non-word;non-word;non-word;411,94;i;correct
MN63;bopel;non-word;non-word;non-word;412;ie;correct
ND78;dast;non-word;non-word;non-word;412;i;correct
HO46;lard;non-word;non-word;non-word;412,06;ie;correct
QX64;mokker;non-word;non-word;non-word;412,155;ie;correct
NR34;baaks;non-word;non-word;non-word;412,36;i;correct
DT70;roog;non-word;non-word;non-word;412,3750001;ie;correct
MU27;ploog;non-word;non-word;non-word;412,38;ie;correct
BD00;aanbol;non-word;non-word;non-word;412,5100001;ie;correct
MN63;baam;non-word;non-word;non-word;413;ie;correct
ND78;lard;non-word;non-word;non-word;413;i;correct
TR42;klamer;non-word;non-word;non-word;413,025;i;correct
MD88;baarzel;non-word;non-word;non-word;413,06;ie;correct
TX60;ootheid;non-word;non-word;non-word;413,16;i;correct
DX78;okte;non-word;non-word;non-word;413,17;ie;correct
FO97;slogen;non-word;non-word;non-word;413,21;ie;correct
UN16;smaren;non-word;non-word;non-word;413,2349999;i;correct
UU48;ploog;non-word;non-word;word;413,235;ie;incorrect
DF25;vaden;non-word;non-word;non-word;413,31;i;correct
FI03;dodel;non-word;non-word;non-word;413,325;i;correct
NF64;braan;non-word;non-word;non-word;413,52;i;correct
LD19;wost;non-word;non-word;non-word;413,79;i;correct
DT70;okte;non-word;non-word;non-word;413,8300002;ie;correct
GR22;spaag;non-word;non-word;non-word;413,835;i;correct
DE53;haden;non-word;non-word;non-word;413,9;i;correct
ND78;rons;non-word;non-word;non-word;414;i;correct
GT29;sanen;non-word;non-word;non-word;414,06;ie;correct
UI57;schaas;non-word;non-word;non-word;414,06;i;correct
FX75;slogen;non-word;non-word;non-word;414,22;i;correct
QX03;zomel;non-word;non-word;non-word;414,535;i;correct
IJ89;krokkel;non-word;non-word;non-word;414,6199999;i;correct
GT29;nocht;non-word;non-word;word;414,685;ie;incorrect
IQ93;mogens;non-word;non-word;word;414,72;ie;incorrect
FG25;vorn;non-word;non-word;word;414,795;i;incorrect
XX28;schaag;non-word;non-word;non-word;414,905;i;correct
LX84;smaren;non-word;non-word;non-word;414,935;i;correct
MN63;lop;non-word;non-word;non-word;415;ie;correct
LI09;nocht;non-word;non-word;non-word;415,03;ie;correct
KF97;zoren;non-word;non-word;non-word;415,115;ie;correct
MU75;vogen;non-word;non-word;non-word;415,215;ie;correct
LE65;raps;non-word;non-word;non-word;415,225;ie;correct
FI17;schoom;non-word;non-word;word;415,255;i;incorrect
KE71;smaren;non-word;non-word;non-word;415,26;ie;correct
UU48;sotus;non-word;non-word;non-word;415,3;ie;correct
CP39;ganger;non-word;non-word;non-word;415,3200001;i;correct
KF72;haap;non-word;non-word;non-word;415,615;i;correct
FO47;trak;non-word;non-word;non-word;415,63;i;correct
FI03;ganger;non-word;non-word;non-word;415,675;i;correct
LD19;baarzel;non-word;non-word;non-word;415,73;i;correct
FO47;balten;non-word;non-word;word;415,75;i;incorrect
DF25;aanbag;non-word;non-word;non-word;415,85;i;correct
FG25;lop;non-word;non-word;non-word;415,9;i;correct
LI09;aven;non-word;non-word;non-word;415,91;ie;correct
SN78;dodel;non-word;non-word;non-word;416;i;correct
FE43;schaas;non-word;non-word;non-word;416,185;i;correct
FO97;afscheek;non-word;non-word;non-word;416,265;ie;correct
LM62;spaag;non-word;non-word;non-word;416,265;i;correct
