Participant;Item;Item_Type;Correct_Response;Part_Response;RT_ms;Condition;Response
FI03;bron;filler;word;word;135,445;i;correct
FF20;plank;filler;word;word;135,745;ie;correct
TX60;los;filler;word;word;135,8050001;i;correct
SV59;bron;filler;word;word;136,31;ie;correct
FX81;plank;filler;word;word;136,405;ie;correct
SF29;troon;filler;word;word;136,43;i;correct
MD88;baas;filler;word;word;136,485;ie;correct
KF77;doof;filler;word;word;136,5449999;i;correct
NN37;raak;filler;word;word;136,545;ie;correct
DF25;mosterd;filler;word;word;136,65;i;correct
TX60;raak;filler;word;word;136,8750003;i;correct
GT29;marge;filler;word;word;137,115;ie;correct
FF20;last;filler;word;word;137,725;ie;correct
DE53;paard;filler;word;word;137,775;i;correct
KF77;baron;filler;word;non-word;138,205;i;incorrect
JU99;kapsel;filler;word;word;138,3799999;i;correct
LD19;legaal;filler;word;word;138,5250001;i;correct
MR77;pot;filler;word;word;138,6;ie;correct
SV59;voordeel;filler;word;word;138,855;ie;correct
NN37;klok;filler;word;word;138,915;ie;correct
BC71;genot;filler;word;word;139,015;ie;correct
MH99;mentaal;filler;word;word;139,2199999;i;correct
FX81;ton;filler;word;word;139,245;ie;correct
NU88;droog;filler;word;word;139,39;ie;correct
KF77;soldaat;filler;word;word;139,615;i;correct
MX89;taal;filler;word;word;139,63;i;correct
MF88;kantoor;filler;word;word;139,74;i;correct
UI57;zand;filler;word;word;139,99;i;correct
LE65;kapsel;filler;word;word;140,105;ie;correct
TY61;staart;filler;word;word;140,455;i;correct
BC71;ballon;filler;word;word;140,46;ie;correct
MT15;staal;filler;word;word;140,6;i;correct
BF11;zand;filler;word;word;140,66;ie;correct
FF38;foto;filler;word;word;140,74;ie;correct
JD97;zon;filler;word;word;140,805;i;correct
MF96;hoofdstad;filler;word;word;141,0750001;i;correct
KE71;dokter;filler;word;word;141,13;ie;correct
MF88;staart;filler;word;word;141,305;i;correct
DX27;ballon;filler;word;word;141,35;i;correct
LO27;donker;filler;word;word;141,3500002;i;correct
IU15;pot;filler;word;word;141,66;ie;correct
CF47;dokter;filler;word;word;141,86;i;correct
DX27;onrust;filler;word;word;141,875;i;correct
MT15;voordeel;filler;word;word;141,985;i;correct
BT89;kantoor;filler;word;word;142,08;ie;correct
NX81;ton;filler;word;word;142,975;i;correct
GT29;tafel;filler;word;word;143,04;ie;correct
NX81;roman;filler;word;word;143,07;i;correct
LE65;verstand;filler;word;word;143,21;ie;correct
LO27;zakdoek;filler;word;word;143,3299999;i;correct
FI03;legaal;filler;word;word;143,465;i;correct
JU99;ton;filler;word;word;143,6350001;i;correct
FX75;lag;filler;word;word;143,66;i;correct
BH43;soldaat;filler;word;word;143,72;i;correct
JU99;baas;filler;word;word;143,805;i;correct
DX78;raadsel;filler;word;word;143,82;ie;correct
BC71;troon;filler;word;word;143,96;ie;correct
GF66;plank;filler;word;word;144,25;ie;correct
MD88;genot;filler;word;word;144,515;ie;correct
LO27;doof;filler;word;word;145,09;i;correct
CP39;water;filler;word;word;145,3300002;i;correct
CF70;aanval;filler;word;non-word;145,49;ie;incorrect
KF77;kapsel;filler;word;word;145,58;i;correct
FE43;vak;filler;word;word;145,725;i;correct
MO41;paard;filler;word;word;145,83;i;correct
MF96;dorp;filler;word;word;146,26;i;correct
UU48;klok;filler;word;word;146,33;ie;correct
LE65;last;filler;word;word;146,4849999;ie;correct
FI42;yoga;filler;word;word;146,51;ie;correct
MH99;roos;filler;word;word;146,5800001;i;correct
KF77;dorp;filler;word;word;146,6099999;i;correct
FF20;genot;filler;word;word;146,745;ie;correct
FF20;bron;filler;word;word;146,76;ie;correct
FD05;water;filler;word;word;147,045;ie;correct
KE71;droog;filler;word;word;147,39;ie;correct
NX81;kantoor;filler;word;word;147,43;i;correct
GT29;raak;filler;word;word;147,6;ie;correct
FE43;soldaat;filler;word;word;148,28;i;correct
PU79;last;filler;word;word;148,4900001;i;correct
SV59;roman;filler;word;word;148,82;ie;correct
LX84;mentaal;filler;word;word;148,865;i;correct
MF88;yoga;filler;word;word;148,995;i;correct
BU67;taal;filler;word;word;149,01;i;correct
MT15;kapsel;filler;word;word;149,37;i;correct
FI42;lag;filler;word;word;149,825;ie;correct
CF70;klok;filler;word;word;150,085;ie;correct
FI03;boot;filler;word;word;150,48;i;correct
DT70;donker;filler;word;word;150,535;ie;correct
MF96;zon;filler;word;word;150,55;i;correct
NN37;foto;filler;word;word;150,595;ie;correct
TX31;staart;filler;word;word;150,675;i;correct
GT29;water;filler;word;word;150,725;ie;correct
KE71;taal;filler;word;word;150,825;ie;correct
ND78;tafel;filler;word;word;151;i;correct
GF66;pakket;filler;word;word;151,245;ie;correct
BC71;roos;filler;word;word;151,32;ie;correct
LF24;boot;filler;word;word;151,695;ie;correct
NN37;afdruk;filler;word;word;151,99;ie;correct
FI03;klok;filler;word;word;152,17;i;correct
CP39;yoga;filler;word;word;152,3449998;i;correct
FX81;adel;filler;word;word;152,545;ie;correct
BC71;adel;filler;word;word;152,745;ie;correct
SV59;ballon;filler;word;word;152,8;ie;correct
DX78;last;filler;word;word;152,92;ie;correct
GR22;yoga;filler;word;word;152,985;i;correct
TX60;klok;filler;word;word;153,01;i;correct
IU89 ;soldaat;filler;word;word;153,165;i;correct
BC71;foto;filler;word;word;153,25;ie;correct
MF88;raadsel;filler;word;word;153,265;i;correct
LF24;verstand;filler;word;word;153,63;ie;correct
NN33;foto;filler;word;word;153,705;ie;correct
KF77;raak;filler;word;word;153,71;i;correct
CF47;afdruk;filler;word;word;153,935;i;correct
FG25;mentaal;filler;word;word;154,125;i;correct
KF77;gevaar;filler;word;word;154,1650002;i;correct
BC71;baas;filler;word;word;154,19;ie;correct
NX92;los;filler;word;word;154,3999999;i;correct
MF88;foto;filler;word;word;154,585;i;correct
NX81;water;filler;word;word;154,66;i;correct
NN33;aanval;filler;word;non-word;154,855;ie;incorrect
FD05;zakdoek;filler;word;word;154,95;ie;correct
BU54;taal;filler;word;word;155;i;correct
TX60;mosterd;filler;word;word;155,1600001;i;correct
MX89;bron;filler;word;word;155,165;i;correct
FI03;roman;filler;word;word;155,29;i;correct
GR22;zon;filler;word;word;155,435;i;correct
MT15;koorts;filler;word;word;155,465;i;correct
JD97;mentaal;filler;word;word;155,5250001;i;correct
MU27;hal;filler;word;non-word;155,715;ie;incorrect
MT15;droog;filler;word;word;155,76;i;correct
FX81;tafel;filler;word;word;155,83;ie;correct
BU54;adel;filler;word;word;156;i;correct
TY61;kantoor;filler;word;word;156,03;i;correct
NN37;verstand;filler;word;word;156,27;ie;correct
CP39;legaal;filler;word;word;156,9349999;i;correct
JD97;lag;filler;word;word;156,9600001;i;correct
TY61;lag;filler;word;word;157,035;i;correct
KF77;nobel;filler;word;word;157,1899999;i;correct
ND78;offer;filler;word;word;158;i;correct
FI03;nobel;filler;word;non-word;158,12;i;incorrect
TX60;baron;filler;word;non-word;158,1250001;i;incorrect
BT89;offer;filler;word;word;158,23;ie;correct
NF64;bron;filler;word;word;158,71;i;correct
FX75;pakket;filler;word;word;158,755;i;correct
CF70;legaal;filler;word;word;159,03;ie;correct
BD54;troon;filler;word;word;159,0850001;ie;correct
MU11;koorts;filler;word;word;159,22;i;correct
SV59;plank;filler;word;word;159,22;ie;correct
GT29;verstand;filler;word;word;159,445;ie;correct
BC71;dorp;filler;word;word;159,965;ie;correct
FI03;adel;filler;word;word;160,13;i;correct
FX75;ton;filler;word;non-word;160,755;i;incorrect
MF86;los;filler;word;word;160,805;i;correct
FX81;dokter;filler;word;word;160,9;ie;correct
MH99;ballon;filler;word;word;161,085;i;correct
SV59;vak;filler;word;non-word;161,19;ie;incorrect
GF66;bravo;filler;word;word;161,44;ie;correct
LD19;raak;filler;word;word;161,5149999;i;correct
FI03;hal;filler;word;word;161,54;i;correct
BC71;aap;filler;word;word;161,5850001;ie;correct
FI17;plank;filler;word;word;161,9699999;i;correct
BD00;verstand;filler;word;word;162,005;ie;correct
SV59;genot;filler;word;word;162,195;ie;correct
KF72;mosterd;filler;word;word;162,62;i;correct
NX92;ballon;filler;word;word;162,64;i;correct
MF88;zon;filler;word;word;162,89;i;correct
FX81;roman;filler;word;word;162,905;ie;correct
IU89 ;baas;filler;word;word;163,0899999;i;correct
FF20;yoga;filler;word;word;163,13;ie;correct
MF86;dorp;filler;word;word;163,13;i;correct
MU75;los;filler;word;word;163,48;ie;correct
FF20;staal;filler;word;word;163,59;ie;correct
FI03;onrust;filler;word;word;163,855;i;correct
GR22;staal;filler;word;word;164,055;i;correct
TX60;soldaat;filler;word;word;164,105;i;correct
MF88;last;filler;word;word;164,465;i;correct
GT29;los;filler;word;word;164,525;ie;correct
NX81;raadsel;filler;word;word;164,545;i;correct
QX64;lag;filler;word;word;164,675;ie;correct
MF88;boot;filler;word;word;164,79;i;correct
LF24;los;filler;word;word;164,93;ie;correct
KE71;ton;filler;word;word;165,155;ie;correct
DX78;aap;filler;word;word;165,17;ie;correct
BJ47;pot;filler;word;word;165,255;i;correct
FI03;staart;filler;word;word;165,83;i;correct
EE40;ballon;filler;word;word;165,84;ie;correct
MO41;tafel;filler;word;word;166;i;correct
DX78;zon;filler;word;word;166,205;ie;correct
CF47;adel;filler;word;word;166,535;i;correct
MH99;pot;filler;word;word;166,5800001;i;correct
MF88;zakdoek;filler;word;word;166,685;i;correct
SF29;donker;filler;word;word;166,71;i;correct
GR22;marge;filler;word;word;166,975;i;correct
TX60;foto;filler;word;word;167,1449998;i;correct
NN37;donker;filler;word;word;167,38;ie;correct
FI03;paard;filler;word;word;167,605;i;correct
SV59;dorp;filler;word;word;167,695;ie;correct
KF77;mosterd;filler;word;word;168,2000002;i;correct
GT29;baron;filler;word;word;168,23;ie;correct
SV59;adel;filler;word;word;168,325;ie;correct
FI03;zon;filler;word;word;168,45;i;correct
NF91;adel;filler;word;word;168,5250001;ie;correct
MF88;dorp;filler;word;word;168,54;i;correct
LE65;dokter;filler;word;word;168,605;ie;correct
FI42;pot;filler;word;word;168,675;ie;correct
CF47;baas;filler;word;word;169,065;i;correct
JU99;hal;filler;word;word;169,7;i;correct
CF70;kantoor;filler;word;word;169,865;ie;correct
BD00;kapsel;filler;word;word;170,15;ie;correct
NN33;adel;filler;word;word;170,17;ie;correct
CF47;vak;filler;word;word;170,3;i;correct
MO41;aap;filler;word;word;170,535;i;correct
TX31;zon;filler;word;word;170,63;i;correct
SN78;droog;filler;word;word;171;i;correct
GR22;aap;filler;word;word;171,025;i;correct
LD19;voordeel;filler;word;word;171,0699999;i;correct
KE71;baas;filler;word;word;171,1;ie;correct
NU88;ton;filler;word;word;171,115;ie;correct
LE65;normaal;filler;word;word;171,5950001;ie;correct
MU27;staal;filler;word;word;171,645;ie;correct
FE43;kapsel;filler;word;word;171,775;i;correct
MF88;genot;filler;word;word;172,28;i;correct
BC71;normaal;filler;word;word;172,32;ie;correct
MR77;tafel;filler;word;word;172,425;ie;correct
DE53;hoofdstad;filler;word;non-word;172,46;i;incorrect
DX27;aanval;filler;word;non-word;172,475;i;incorrect
BU67;water;filler;word;word;172,565;i;correct
MF96;droog;filler;word;word;172,62;i;correct
GF66;doof;filler;word;word;172,625;ie;correct
CF70;hoofdstad;filler;word;word;172,685;ie;correct
LE65;offer;filler;word;word;172,7700001;ie;correct
CP39;onrust;filler;word;word;173,1850002;i;correct
FF38;gevaar;filler;word;word;173,275;ie;correct
TX60;ballon;filler;word;word;173,275;i;correct
NX81;soldaat;filler;word;word;173,295;i;correct
MF88;offer;filler;word;word;173,445;i;correct
FI03;voordeel;filler;word;word;173,495;i;correct
FF20;dokter;filler;word;word;173,51;ie;correct
NX92;baas;filler;word;word;173,7050002;i;correct
TY61;gevaar;filler;word;word;173,8;i;correct
FX75;afdruk;filler;word;word;173,905;i;correct
DE18;pot;filler;word;word;173,92;ie;correct
BU67;ras;filler;word;word;173,975;i;correct
NN33;droog;filler;word;word;174,03;ie;correct
MX89;ballon;filler;word;word;174,1;i;correct
NF91;water;filler;word;word;174,1549999;ie;correct
XX28;baron;filler;word;word;174,39;i;correct
BD00;dorp;filler;word;word;174,4350001;ie;correct
BJ47;last;filler;word;word;174,495;i;correct
LE65;pot;filler;word;word;174,575;ie;correct
SV59;mentaal;filler;word;word;174,655;ie;correct
MF86;offer;filler;word;word;174,75;i;correct
MX89;bravo;filler;word;word;174,88;i;correct
NN33;troon;filler;word;word;175,03;ie;correct
CP39;offer;filler;word;word;175,0500002;i;correct
NU88;gevaar;filler;word;word;175,12;ie;correct
UU48;los;filler;word;word;175,135;ie;correct
QX64;dokter;filler;word;word;175,155;ie;correct
KF77;ballon;filler;word;word;175,4949999;i;correct
SF29;staart;filler;word;word;175,67;i;correct
SN78;klok;filler;word;word;176;i;correct
EE40;aap;filler;word;word;176,025;ie;correct
LE65;baron;filler;word;word;176,2700001;ie;correct
LO27;paard;filler;word;word;176,3599999;i;correct
MH99;roman;filler;word;word;176,38;i;correct
FF20;nobel;filler;word;word;176,415;ie;correct
MF96;kapsel;filler;word;word;176,465;i;correct
IU15;lag;filler;word;word;176,47;ie;correct
FX81;onrust;filler;word;word;176,905;ie;correct
NX92;plank;filler;word;word;176,9050001;i;correct
FI03;yoga;filler;word;word;177,095;i;correct
MF88;ballon;filler;word;word;177,665;i;correct
MT15;ton;filler;word;word;177,935;i;correct
FE43;kantoor;filler;word;word;177,945;i;correct
MD88;legaal;filler;word;word;178,26;ie;correct
MH99;kantoor;filler;word;word;178,265;i;correct
KE71;legaal;filler;word;word;178,37;ie;correct
BC71;hal;filler;word;word;178,47;ie;correct
MD88;doof;filler;word;word;178,515;ie;correct
QX03;genot;filler;word;word;178,665;i;correct
BC71;offer;filler;word;word;178,95;ie;correct
NF91;aanval;filler;word;non-word;179,0800001;ie;incorrect
NN37;doof;filler;word;word;179,475;ie;correct
SV59;staart;filler;word;word;179,505;ie;correct
FF20;ras;filler;word;word;179,9;ie;correct
PU79;tafel;filler;word;word;179,93;i;correct
DX78;hoofdstad;filler;word;word;179,935;ie;correct
FI17;bravo;filler;word;word;180,1849999;i;correct
NN33;staart;filler;word;word;180,235;ie;correct
XX28;yoga;filler;word;word;180,335;i;correct
BF11;dorp;filler;word;word;180,645;ie;correct
DX78;dorp;filler;word;word;180,645;ie;correct
LD19;pot;filler;word;word;180,8099999;i;correct
DT70;yoga;filler;word;word;181,1199998;ie;correct
MF86;donker;filler;word;word;181,23;i;correct
NX81;kapsel;filler;word;word;181,405;i;correct
DV10;soldaat;filler;word;word;181,46;i;correct
MF88;normaal;filler;word;word;181,71;i;correct
FG25;zand;filler;word;word;181,985;i;correct
CF47;genot;filler;word;word;182,155;i;correct
MT15;tafel;filler;word;word;182,435;i;correct
QX03;droog;filler;word;word;182,51;i;correct
FI03;aanval;filler;word;non-word;182,52;i;incorrect
IQ93;legaal;filler;word;word;183,17;ie;correct
MO41;donker;filler;word;word;183,275;i;correct
SF29;los;filler;word;word;183,35;i;correct
DV10;doof;filler;word;word;183,405;i;correct
IU15;nobel;filler;word;word;183,63;ie;correct
MU11;zon;filler;word;word;183,74;i;correct
IU15;doof;filler;word;word;184,005;ie;correct
MO41;normaal;filler;word;word;184,35;i;correct
CP39;aap;filler;word;word;184,4850001;i;correct
CF47;onrust;filler;word;word;184,555;i;correct
LF24;soldaat;filler;word;word;184,67;ie;correct
FF20;ballon;filler;word;word;184,78;ie;correct
FI42;troon;filler;word;word;184,835;ie;correct
MU11;tafel;filler;word;word;184,85;i;correct
MF86;kantoor;filler;word;word;184,9150001;i;correct
IQ93;last;filler;word;word;184,95;ie;correct
IU15;baron;filler;word;word;185,305;ie;correct
FX81;frank;filler;word;word;185,465;ie;correct
MF86;raadsel;filler;word;word;185,4950001;i;correct
KF77;klok;filler;word;word;185,6750001;i;correct
BP76;plank;filler;word;word;185,76;i;correct
LE65;roos;filler;word;word;185,8699999;ie;correct
LE65;paard;filler;word;word;185,99;ie;correct
DV10;tafel;filler;word;word;186,0550001;i;correct
IQ93;raadsel;filler;word;word;186,125;ie;correct
FF38;troon;filler;word;word;186,24;ie;correct
LF24;frank;filler;word;word;186,33;ie;correct
KF77;last;filler;word;word;186,3899999;i;correct
FG25;taal;filler;word;word;186,415;i;correct
FX81;boot;filler;word;word;186,695;ie;correct
IU89 ;marge;filler;word;word;186,8649998;i;correct
FG25;roman;filler;word;word;186,89;i;correct
FU25;marge;filler;word;word;186,98;i;correct
DE53;pot;filler;word;word;187,24;i;correct
GR22;donker;filler;word;word;187,55;i;correct
NF91;last;filler;word;word;187,5849999;ie;correct
KE71;roman;filler;word;word;187,7;ie;correct
GF66;zon;filler;word;word;187,73;ie;correct
FO97;vak;filler;word;word;187,81;ie;correct
FF20;hoofdstad;filler;word;word;187,97;ie;correct
FI17;water;filler;word;word;188,04;i;correct
FF20;boot;filler;word;word;188,29;ie;correct
BC71;kantoor;filler;word;word;188,3;ie;correct
BC71;aanval;filler;word;non-word;188,385;ie;incorrect
SF29;mentaal;filler;word;word;188,44;i;correct
EE40;gevaar;filler;word;word;188,49;ie;correct
FO97;foto;filler;word;word;188,515;ie;correct
CF47;last;filler;word;word;188,52;i;correct
IJ89;aanval;filler;word;non-word;188,72;i;incorrect
CP39;doof;filler;word;word;188,7449999;i;correct
NU88;aap;filler;word;word;188,795;ie;correct
QX97;roos;filler;word;word;188,925;ie;correct
SV59;lag;filler;word;word;189,03;ie;correct
NF91;normaal;filler;word;word;189,18;ie;correct
LF24;staal;filler;word;word;189,685;ie;correct
QX03;mosterd;filler;word;word;189,69;i;correct
DX78;boot;filler;word;word;189,73;ie;correct
FF20;offer;filler;word;word;189,86;ie;correct
DX27;mentaal;filler;word;word;189,865;i;correct
NX81;zon;filler;word;word;189,915;i;correct
FI03;normaal;filler;word;word;189,95;i;correct
NR34;dorp;filler;word;word;190,135;i;correct
BD54;taal;filler;word;word;190,195;ie;correct
CP39;ton;filler;word;word;190,345;i;correct
FG25;onrust;filler;word;word;190,5;i;correct
FD05;pakket;filler;word;word;190,705;ie;correct
SV59;nobel;filler;word;word;190,79;ie;correct
NX92;raak;filler;word;word;190,83;i;correct
SV59;troon;filler;word;word;191,11;ie;correct
FX75;zand;filler;word;word;191,29;i;correct
FE43;normaal;filler;word;word;191,31;i;correct
FI03;aap;filler;word;word;191,32;i;correct
MU11;bravo;filler;word;word;191,38;i;correct
KF72;donker;filler;word;word;191,445;i;correct
LF24;pot;filler;word;word;191,485;ie;correct
CF70;frank;filler;word;word;191,535;ie;correct
